Age,Gender Identity,Gender Alignment,Main Species
21,male,cisgender,
26,male,cisgender,raptor
39,male,cisgender,wolf
22,female,cisgender,wolf
22,male,cisgender,deer
22,female,cisgender,otherbird
21,mostly_female,complicated,domesticcat
25,male,cisgender,dragon
16,mostly_female,cisgender,othermustelid
19,male,cisgender,arcticfox
19,male,cisgender,other
21,genderqueer,complicated,wolf
29,male,cisgender,domesticcat
19,male,cisgender,domesticcat
15,male,cisgender,otherbird
33,female,cisgender,wolf
37,male,cisgender,lion
32,male,transgender,leopard
18,male,cisgender,wolf
24,male,cisgender,kitsune
25,male,cisgender,otherfeline
19,both,cisgender,mouse
23,mostly_male,transgender,otherdog
27,mostly_male,cisgender,cheetah
17,male,cisgender,
27,female,cisgender,fennec
18,male,cisgender,
17,female,cisgender,bat
15,female,cisgender,
23,mostly_female,complicated,otherbird
17,female,cisgender,germanshepherd
22,male,cisgender,domesticcat
26,neutrois,transgender,wolf
22,female,cisgender,wolf
23,male,cisgender,wolf
30,male,cisgender,husky
23,both,complicated,polymorphic
21,mostly_female,complicated,raptor
32,male,cisgender,dragon
64,male,cisgender,rat
27,male,cisgender,raptor
28,male,cisgender,otherdog
19,male,cisgender,dragon
16,male,transgender,otherfox
21,male,transgender,deer
21,male,cisgender,wolf
16,male,cisgender,wolf
27,male,cisgender,husky
35,male,cisgender,rabbit
19,male,cisgender,redfox
36,male,cisgender,leopard
16,female,cisgender,other
22,mostly_female,cisgender,dinosaur
27,male,cisgender,
21,male,cisgender,domesticcat
40,male,cisgender,otherfox
23,mostly_male,transgender,brownbear
19,male,cisgender,hyaena
34,male,cisgender,domesticcat
18,male,cisgender,dinosaur
17,male,cisgender,othercanine
15,male,cisgender,other
18,male,cisgender,anthro
14,male,cisgender,wolf
25,mostly_male,cisgender,otherfox
15,mostly_female,cisgender,
18,male,cisgender,husky
19,male,cisgender,jackal
17,male,cisgender,otherfeline
25,male,cisgender,dragon
19,male,cisgender,wolf
15,mostly_male,cisgender,husky
22,mostly_male,transgender,riverotter
24,male,cisgender,wolf
34,genderqueer,complicated,tiger
17,male,cisgender,germanshepherd
23,male,cisgender,rabbit
20,male,cisgender,
14,male,cisgender,redfox
32,male,transgender,wolf
24,both,transgender,arcticfox
18,male,cisgender,dragon
21,male,cisgender,wolf
18,neutrois,transgender,redfox
17,mostly_male,cisgender,mouse
20,male,cisgender,
18,male,cisgender,redfox
20,male,cisgender,wolf
22,male,cisgender,rabbit
32,male,cisgender,dragon
26,male,cisgender,bat
36,male,cisgender,redfox
49,male,cisgender,wolf
27,male,cisgender,bat
23,male,cisgender,raccoon
27,male,cisgender,
19,mostly_male,cisgender,wolf
22,female,cisgender,anthro
25,mostly_male,cisgender,otherdog
19,nonbinary_nos,transgender,deer
19,female,cisgender,wolf
25,male,cisgender,riverotter
13,male,cisgender,otherbird
20,mostly_male,cisgender,fennec
20,male,cisgender,dragon
14,mostly_female,cisgender,otherdog
16,male,cisgender,arcticfox
20,male,cisgender,wolf
24,female,cisgender,snowleopard
16,male,cisgender,wolf
23,male,cisgender,otherfox
16,mostly_female,cisgender,dragon
18,male,cisgender,husky
18,male,cisgender,jackal
18,male,cisgender,kangaroo
17,mostly_male,transgender,
22,male,cisgender,wolf
16,male,cisgender,anthro
18,female,cisgender,
26,male,cisgender,otherdog
18,neutrois,complicated,raccoon
24,male,cisgender,
19,genderqueer,complicated,dragon
1,neutrois,complicated,
17,male,cisgender,wolf
1,male,cisgender,redfox
13,male,cisgender,otherfox
19,male,cisgender,wolf
16,male,transgender,otherfox
21,genderqueer,complicated,redfox
30,male,cisgender,redfox
23,mostly_male,cisgender,other
24,male,cisgender,panther
21,female,cisgender,hyaena
18,male,cisgender,wolf
20,male,cisgender,wolf
29,male,cisgender,redfox
20,female,cisgender,deer
29,male,cisgender,wolf
29,mostly_male,cisgender,dragon
30,male,cisgender,otherfox
20,mostly_male,transgender,deer
40,mostly_male,cisgender,rabbit
22,male,cisgender,grizzlybear
28,male,cisgender,wolf
30,male,cisgender,arcticfox
30,male,cisgender,arcticfox
24,male,cisgender,
27,mostly_male,cisgender,fennec
26,male,cisgender,husky
29,male,cisgender,redfox
2,neutrois,complicated,
26,male,cisgender,domesticcat
25,male,cisgender,rabbit
16,male,cisgender,redfox
35,male,cisgender,tiger
24,male,cisgender,raccoon
27,mostly_male,transgender,rabbit
18,male,cisgender,wolf
19,male,cisgender,dragon
19,mostly_male,cisgender,kitsune
21,female,cisgender,tiger
21,male,cisgender,dragon
19,male,cisgender,otherdog
38,male,cisgender,rabbit
21,female,transgender,redfox
30,male,cisgender,wolf
25,male,cisgender,otherfeline
34,mostly_male,complicated,dragon
16,male,cisgender,
24,male,cisgender,anthro
25,male,cisgender,wolf
25,mostly_male,transgender,
23,neutrois,transgender,arcticfox
17,male,cisgender,dragon
16,male,cisgender,wolf
18,female,cisgender,
25,male,cisgender,squirrel
25,male,cisgender,redfox
19,mostly_male,cisgender,dragon
21,male,cisgender,wolf
20,male,cisgender,grizzlybear
30,female,cisgender,wolf
40,mostly_male,cisgender,lion
29,both,transgender,wolf
22,male,cisgender,redfox
21,male,cisgender,
20,nonbinary_nos,complicated,
23,female,cisgender,otherdog
18,nonbinary_nos,transgender,lion
24,male,cisgender,dragon
22,male,cisgender,
27,male,cisgender,
20,both,transgender,arcticfox
23,male,cisgender,wolf
18,male,cisgender,othercanine
16,male,cisgender,otherfox
16,female,cisgender,wolf
18,male,cisgender,dragon
20,male,cisgender,domesticcat
26,male,cisgender,redfox
21,male,cisgender,redfox
23,male,cisgender,dragon
20,female,transgender,wolf
27,male,cisgender,wolf
24,male,cisgender,otherfeline
19,male,cisgender,wolf
17,male,cisgender,rabbit
60,male,cisgender,riverotter
16,male,cisgender,collie
17,male,transgender,wolf
18,neutrois,transgender,
31,mostly_male,complicated,rabbit
18,male,transgender,coyote
20,male,cisgender,tiger
15,genderqueer,transgender,other
17,male,cisgender,wolf
19,male,cisgender,wolf
20,male,cisgender,otherfeline
21,both,complicated,wolf
23,male,cisgender,
28,male,cisgender,otherfox
25,male,cisgender,wolf
26,neutrois,complicated,dragon
23,male,cisgender,other
27,male,cisgender,riverotter
21,mostly_male,cisgender,dragon
18,male,cisgender,griffin
19,male,cisgender,dinosaur
18,genderqueer,complicated,otherdog
34,male,cisgender,leopard
18,male,cisgender,domesticcat
28,female,cisgender,otherfox
25,male,cisgender,skunk
20,male,cisgender,
19,male,cisgender,redfox
22,male,cisgender,redfox
28,male,cisgender,otherbird
21,male,cisgender,dragon
23,male,cisgender,wolf
21,male,cisgender,
25,male,cisgender,wolf
20,male,cisgender,
28,male,cisgender,redfox
19,male,cisgender,other
19,male,cisgender,wolf
20,female,cisgender,fennec
21,female,cisgender,wolf
21,mostly_female,cisgender,otherfeline
22,male,cisgender,
19,male,cisgender,husky
21,male,cisgender,
24,female,cisgender,rabbit
22,male,cisgender,wolf
20,male,cisgender,wolf
16,male,cisgender,otherfox
23,both,transgender,hyaena
22,mostly_male,cisgender,arcticfox
19,male,cisgender,wolf
24,male,cisgender,redfox
22,male,cisgender,raptor
26,mostly_male,cisgender,redfox
18,mostly_male,cisgender,redfox
25,male,cisgender,skunk
20,female,transgender,other
18,male,cisgender,
25,male,cisgender,coyote
29,male,cisgender,wolf
20,female,transgender,germanshepherd
22,male,cisgender,otherdog
23,male,cisgender,wolf
29,male,cisgender,dragon
21,female,cisgender,otherdog
40,male,cisgender,dragon
18,male,cisgender,raccoon
21,male,cisgender,other
21,male,cisgender,
19,male,cisgender,wolf
15,male,cisgender,otherbird
18,male,cisgender,grizzlybear
20,male,cisgender,lizard
26,male,cisgender,redfox
22,female,cisgender,anthro
15,male,cisgender,redfox
20,male,cisgender,wolf
19,male,cisgender,arcticfox
21,male,cisgender,dragon
24,female,cisgender,snowleopard
21,male,cisgender,kitsune
27,male,cisgender,
15,male,complicated,redfox
20,male,cisgender,
24,male,cisgender,raptor
23,male,cisgender,bat
36,male,cisgender,panther
18,male,cisgender,othercanine
30,male,cisgender,anthro
17,mostly_male,cisgender,
27,male,cisgender,kitsune
15,female,cisgender,wolf
16,mostly_male,cisgender,rabbit
20,male,cisgender,raccoon
32,male,cisgender,lion
17,neutrois,transgender,other
21,male,cisgender,hyaena
15,mostly_male,cisgender,wolf
19,male,cisgender,other
28,male,cisgender,redfox
26,genderqueer,complicated,wolf
17,female,cisgender,domesticcat
28,male,cisgender,otherdog
21,male,cisgender,dragon
17,male,cisgender,otherungulate
31,female,transgender,arcticfox
35,male,transgender,redfox
20,male,cisgender,dragon
30,female,cisgender,lion
23,male,cisgender,redfox
24,male,cisgender,wolf
20,male,cisgender,other
21,male,cisgender,greyfox
31,male,cisgender,collie
24,male,cisgender,redfox
23,male,cisgender,otherdog
23,male,cisgender,domesticcat
23,male,cisgender,
24,female,transgender,otherfox
25,mostly_female,cisgender,domesticcat
30,male,cisgender,
23,male,cisgender,domesticcat
17,male,cisgender,polymorphic
19,male,cisgender,raccoon
27,female,cisgender,domesticcat
23,female,cisgender,panther
22,male,cisgender,wolf
25,female,cisgender,jackal
23,male,cisgender,hyaena
18,male,cisgender,
19,male,cisgender,otherfox
16,male,cisgender,germanshepherd
24,male,cisgender,deer
21,male,cisgender,other
20,male,cisgender,other
19,male,cisgender,greyfox
16,male,cisgender,raccoon
35,mostly_male,cisgender,domesticcat
19,male,cisgender,
23,male,cisgender,rabbit
26,male,cisgender,redfox
20,male,cisgender,kangaroo
20,male,cisgender,dragon
25,male,cisgender,otherdog
19,male,cisgender,
20,male,cisgender,othermarsupial
27,male,cisgender,snowleopard
18,male,cisgender,jackal
28,male,cisgender,wolf
18,male,cisgender,
18,male,cisgender,deer
22,female,cisgender,snowleopard
21,male,cisgender,redpanda
22,male,cisgender,redfox
18,male,cisgender,wolf
26,male,cisgender,wolf
17,male,cisgender,
23,female,transgender,riverotter
20,female,transgender,deer
27,male,cisgender,lion
21,male,cisgender,wolf
27,male,cisgender,other
23,male,cisgender,wolf
19,mostly_male,cisgender,
24,female,cisgender,othercanine
17,male,cisgender,wolf
15,male,transgender,raptor
32,male,cisgender,lion
23,male,cisgender,dragon
22,male,cisgender,horse
27,male,cisgender,domesticcat
26,male,cisgender,wolf
18,male,cisgender,brownbear
21,mostly_male,cisgender,other
20,male,cisgender,horse
22,male,cisgender,
20,male,cisgender,otherbird
15,male,cisgender,arcticfox
22,mostly_male,cisgender,tiger
16,male,cisgender,other
26,male,cisgender,wolf
18,male,cisgender,redfox
22,male,cisgender,wolf
26,both,transgender,wolf
22,male,cisgender,otherungulate
19,male,cisgender,domesticcat
18,male,cisgender,tiger
26,male,cisgender,lion
28,male,cisgender,husky
19,genderqueer,complicated,redfox
25,male,cisgender,
23,male,cisgender,
24,mostly_female,cisgender,other
30,female,cisgender,anthro
18,mostly_male,cisgender,deer
15,male,cisgender,tiger
19,male,cisgender,redfox
26,male,cisgender,otherfeline
20,male,cisgender,redfox
25,both,complicated,redfox
28,male,cisgender,lion
21,male,cisgender,wolf
24,male,cisgender,otherfox
18,male,cisgender,
24,male,cisgender,arcticfox
29,male,cisgender,raven
25,male,cisgender,otherfox
24,male,cisgender,tiger
35,male,cisgender,cheetah
25,mostly_female,cisgender,fennec
28,mostly_male,cisgender,otherdog
18,male,cisgender,fennec
26,female,transgender,othermusteloid
18,male,cisgender,wolf
24,neutrois,complicated,coyote
15,male,cisgender,dragon
31,neutrois,transgender,horse
24,male,cisgender,deer
19,nonbinary_nos,complicated,redfox
17,male,cisgender,domesticcat
18,female,transgender,rabbit
21,male,cisgender,redfox
17,male,cisgender,deer
20,mostly_male,complicated,deer
23,nonbinary_nos,complicated,
31,male,cisgender,domesticcat
25,male,cisgender,redpanda
19,male,cisgender,other
23,female,transgender,husky
23,male,cisgender,wolf
16,male,cisgender,redfox
17,male,cisgender,domesticcat
17,male,cisgender,redfox
16,male,cisgender,lizard
18,male,cisgender,redpanda
24,genderqueer,complicated,domesticcat
20,male,cisgender,redfox
20,mostly_male,cisgender,otherfeline
27,male,cisgender,wolf
21,male,cisgender,othercanine
38,female,transgender,otherdog
17,male,cisgender,otherdog
19,male,cisgender,redfox
22,mostly_male,cisgender,anthro
32,male,cisgender,riverotter
27,male,cisgender,
24,male,cisgender,raccoon
18,male,cisgender,otherfox
22,female,cisgender,fennec
21,male,cisgender,wolf
21,male,cisgender,
19,neutrois,transgender,greyfox
22,male,cisgender,raptor
23,male,cisgender,deer
20,male,cisgender,dragon
19,male,cisgender,coyote
18,male,cisgender,redfox
27,female,cisgender,wolf
21,male,cisgender,wolf
17,male,cisgender,redfox
24,male,cisgender,wolf
32,mostly_male,complicated,dragon
27,male,cisgender,wolf
28,male,cisgender,snowleopard
24,male,cisgender,dragon
26,neutrois,transgender,bat
16,male,cisgender,fennec
24,male,cisgender,wolf
19,male,cisgender,other
24,male,transgender,otherbird
18,mostly_male,transgender,wolf
24,mostly_male,cisgender,redfox
26,male,cisgender,otherfeline
22,male,cisgender,fennec
15,male,cisgender,fennec
22,male,cisgender,otherfox
23,male,cisgender,kitsune
21,male,cisgender,domesticcat
25,male,cisgender,snowleopard
17,male,cisgender,domesticcat
18,male,cisgender,othercanine
17,male,cisgender,wolf
57,male,cisgender,feral
15,male,cisgender,wolf
15,male,cisgender,wolf
35,male,cisgender,arcticfox
17,female,cisgender,other
17,male,cisgender,redfox
20,male,cisgender,redfox
22,male,cisgender,redfox
30,male,cisgender,othermustelid
20,male,cisgender,wolf
18,male,cisgender,
33,mostly_female,transgender,wolf
15,male,complicated,
19,neutrois,cisgender,
27,male,cisgender,fennec
20,male,cisgender,wolf
30,male,cisgender,greyfox
16,mostly_male,cisgender,otherfeline
23,mostly_male,cisgender,lizard
17,male,cisgender,germanshepherd
15,male,cisgender,wolf
15,male,cisgender,wolf
18,male,cisgender,husky
27,female,cisgender,cheetah
16,male,cisgender,tiger
16,mostly_female,cisgender,domesticcat
19,male,cisgender,
15,male,cisgender,dragon
20,male,cisgender,jackal
19,mostly_male,complicated,otherfeline
24,male,cisgender,redfox
17,male,cisgender,otherfox
16,male,cisgender,redfox
33,male,cisgender,otherdog
21,male,cisgender,otherdog
16,male,cisgender,arcticfox
16,male,cisgender,cheetah
15,male,cisgender,wolf
19,mostly_male,cisgender,coyote
20,male,cisgender,wolf
22,nonbinary_nos,transgender,redfox
21,genderqueer,complicated,wolf
22,male,cisgender,raccoon
19,male,cisgender,riverotter
27,male,cisgender,redfox
20,mostly_female,complicated,snowleopard
18,male,cisgender,lizard
17,genderqueer,complicated,otherfox
20,mostly_female,transgender,otherfox
26,male,cisgender,wolf
22,male,cisgender,horse
31,female,cisgender,redfox
18,male,cisgender,domesticcat
15,male,cisgender,dragon
17,male,cisgender,wolf
20,male,cisgender,domesticcat
16,male,cisgender,wolf
17,male,cisgender,deer
18,male,cisgender,
16,mostly_male,cisgender,domesticcat
14,male,complicated,domesticcat
32,female,cisgender,domesticcat
20,male,cisgender,squirrel
23,male,cisgender,snowleopard
21,male,cisgender,redfox
17,male,cisgender,
28,male,cisgender,cougar
21,both,complicated,otherfox
28,male,cisgender,wolf
34,male,cisgender,redfox
27,male,cisgender,redfox
25,male,cisgender,
24,male,cisgender,redfox
17,male,cisgender,wolf
30,male,cisgender,dragon
26,male,cisgender,rabbit
24,male,cisgender,redfox
14,male,cisgender,
25,genderqueer,complicated,domesticcat
23,male,cisgender,dragon
25,mostly_male,cisgender,horse
25,male,cisgender,wolf
20,both,transgender,lion
21,male,cisgender,deer
23,mostly_male,cisgender,rat
20,male,cisgender,otherfox
21,male,cisgender,husky
18,male,cisgender,wolf
19,mostly_female,complicated,
19,nonbinary_nos,complicated,otherfox
1,mostly_male,cisgender,arcticfox
19,neutrois,transgender,otherfox
19,male,cisgender,fennec
31,male,transgender,domesticcat
14,female,cisgender,anthro
29,male,cisgender,wolf
23,male,cisgender,coyote
18,male,cisgender,tiger
17,male,cisgender,
17,mostly_male,cisgender,redfox
39,male,cisgender,germanshepherd
16,male,cisgender,snowleopard
27,male,cisgender,
18,genderqueer,complicated,wolf
17,male,cisgender,rabbit
15,female,cisgender,dragon
26,male,cisgender,panther
15,male,complicated,
20,male,cisgender,redfox
31,nonbinary_nos,complicated,dragon
24,neutrois,transgender,cheetah
1,male,cisgender,husky
24,male,cisgender,wolf
16,male,cisgender,wolf
19,male,cisgender,domesticcat
15,female,cisgender,redfox
17,male,cisgender,otherfox
1,genderqueer,transgender,
47,male,cisgender,domesticcat
17,male,transgender,othercanine
17,female,cisgender,anthro
17,genderqueer,complicated,redfox
17,male,cisgender,hyaena
19,male,cisgender,wolf
17,mostly_male,cisgender,wolf
14,male,cisgender,dragon
21,male,cisgender,dragon
21,female,cisgender,anthro
20,male,cisgender,husky
23,mostly_male,transgender,wolf
23,male,cisgender,domesticcat
16,male,cisgender,other
17,male,cisgender,kitsune
33,male,cisgender,rabbit
19,male,cisgender,bat
13,female,cisgender,kitsune
1,both,complicated,
26,male,cisgender,dragon
21,male,transgender,rabbit
17,male,cisgender,wolf
17,male,cisgender,otherdog
28,male,cisgender,dragon
59,male,cisgender,wolf
16,neutrois,transgender,other
19,both,cisgender,redfox
26,male,cisgender,otherungulate
27,male,cisgender,wolf
28,male,cisgender,dragon
17,both,transgender,domesticcat
20,mostly_male,cisgender,redfox
17,male,cisgender,husky
19,male,cisgender,wolf
21,female,cisgender,lion
1,male,cisgender,redfox
39,female,cisgender,otherfeline
15,male,transgender,wolf
28,male,cisgender,lion
21,male,cisgender,germanshepherd
17,male,cisgender,wolf
19,male,cisgender,wolf
18,female,cisgender,arcticfox
18,male,cisgender,lion
24,mostly_male,cisgender,wolf
17,female,cisgender,collie
19,male,cisgender,otherdog
30,male,complicated,riverotter
19,male,cisgender,redfox
18,male,cisgender,other
15,male,cisgender,wolf
23,male,cisgender,dragon
28,male,cisgender,raven
27,male,cisgender,wolf
21,male,cisgender,wolf
28,male,cisgender,dragon
27,male,cisgender,dragon
27,male,cisgender,otherdog
22,male,cisgender,lizard
21,both,cisgender,other
18,male,cisgender,
16,male,cisgender,wolf
26,male,cisgender,dragon
22,male,cisgender,dragon
20,male,cisgender,dragon
27,male,cisgender,dragon
27,male,cisgender,dragon
28,male,cisgender,dragon
36,male,cisgender,otherbear
23,male,cisgender,arcticfox
27,male,cisgender,wolf
27,male,cisgender,rabbit
19,male,cisgender,wolf
40,male,cisgender,othercanine
30,mostly_male,cisgender,tiger
17,male,cisgender,
24,male,cisgender,dragon
19,male,cisgender,wolf
30,male,cisgender,otherdog
20,male,cisgender,dragon
20,male,cisgender,redfox
25,male,cisgender,
22,male,cisgender,coyote
23,male,cisgender,dragon
20,mostly_male,cisgender,redpanda
31,male,cisgender,otherdog
23,male,cisgender,wolf
26,male,cisgender,redfox
16,male,cisgender,otherfox
12,male,cisgender,arcticfox
25,male,cisgender,lion
30,male,cisgender,tiger
19,female,transgender,other
24,mostly_male,transgender,otherfox
32,male,cisgender,lion
17,male,cisgender,wolf
22,male,cisgender,
17,male,cisgender,wolf
21,mostly_female,transgender,weasel
13,female,cisgender,wolf
20,mostly_male,complicated,lizard
15,male,cisgender,wolf
20,male,cisgender,redpanda
19,male,cisgender,snowleopard
16,male,cisgender,snowleopard
19,male,cisgender,jackal
17,male,cisgender,fennec
30,male,cisgender,otherdog
17,female,cisgender,raven
17,male,cisgender,wolf
29,male,cisgender,redfox
18,female,cisgender,dragon
14,female,cisgender,
18,female,transgender,
18,male,cisgender,snowleopard
16,female,cisgender,otherfox
15,both,complicated,
14,female,cisgender,husky
16,male,cisgender,wolf
21,genderqueer,complicated,redfox
15,mostly_male,cisgender,otherreptile
27,male,cisgender,wolf
29,male,cisgender,wolf
22,male,cisgender,
27,male,transgender,anthro
20,mostly_male,cisgender,greyfox
16,male,cisgender,arcticfox
15,male,cisgender,wolf
21,mostly_male,complicated,redfox
14,male,cisgender,redfox
14,male,cisgender,
18,female,cisgender,redfox
19,male,cisgender,snowleopard
14,female,cisgender,otherfeline
20,male,cisgender,germanshepherd
36,male,cisgender,snowleopard
15,male,cisgender,domesticcat
1,nonbinary_nos,cisgender,other
18,male,cisgender,rabbit
20,male,cisgender,other
20,male,cisgender,wolf
28,male,cisgender,otherbear
34,mostly_female,transgender,kitsune
17,male,cisgender,wolf
18,nonbinary_nos,transgender,othermarsupial
16,male,cisgender,
21,male,cisgender,wolf
34,male,cisgender,coyote
19,mostly_male,complicated,wolf
14,male,cisgender,otherfox
35,mostly_female,complicated,anthro
26,male,cisgender,domesticcat
13,neutrois,transgender,other
16,male,cisgender,
17,male,cisgender,wolf
18,mostly_male,cisgender,wolf
16,female,cisgender,greyfox
18,male,cisgender,dragon
19,male,transgender,deer
18,mostly_male,cisgender,husky
19,male,cisgender,wolf
27,male,cisgender,otherdog
16,mostly_male,cisgender,coyote
25,male,cisgender,tiger
19,male,cisgender,otherfox
17,male,cisgender,otherfox
20,male,cisgender,redfox
24,male,cisgender,fennec
20,male,transgender,hyaena
24,male,cisgender,wolf
25,male,cisgender,lizard
22,male,cisgender,othercanine
20,male,cisgender,otherfeline
18,male,cisgender,domesticcat
22,mostly_male,cisgender,redfox
18,genderqueer,transgender,rabbit
19,male,transgender,
24,female,cisgender,hyaena
22,neutrois,transgender,otherdog
24,male,cisgender,wolf
24,mostly_male,cisgender,othermustelid
21,male,cisgender,domesticcat
19,female,cisgender,polarbear
23,male,cisgender,redfox
23,male,cisgender,riverotter
31,male,cisgender,tiger
28,male,cisgender,tiger
30,male,cisgender,germanshepherd
25,mostly_male,cisgender,othermustelid
15,male,cisgender,wolf
20,mostly_male,transgender,otherdog
17,male,cisgender,redpanda
17,male,cisgender,wolf
20,male,transgender,wolf
31,male,cisgender,wolf
15,male,cisgender,wolf
34,male,complicated,other
20,male,cisgender,wolf
29,male,cisgender,otherprimate
19,male,cisgender,rabbit
22,male,cisgender,
17,male,cisgender,wolf
17,male,cisgender,tiger
14,female,cisgender,wolf
18,male,cisgender,wolf
23,nonbinary_nos,complicated,tiger
26,genderqueer,complicated,domesticcat
22,mostly_male,cisgender,wolf
26,male,cisgender,dragon
34,female,cisgender,wolf
27,male,cisgender,wolf
24,male,cisgender,rabbit
21,mostly_male,complicated,other
26,male,cisgender,dinosaur
21,genderqueer,transgender,redpanda
24,male,cisgender,redfox
13,female,cisgender,otherfox
21,male,cisgender,other
21,male,cisgender,redfox
28,male,cisgender,otherdog
20,male,cisgender,husky
30,male,cisgender,tiger
23,male,complicated,wolf
22,mostly_male,cisgender,other
23,male,cisgender,redfox
20,male,cisgender,husky
22,male,cisgender,redfox
5,male,cisgender,wolf
28,male,cisgender,domesticcat
27,mostly_male,complicated,fennec
26,male,cisgender,deer
22,male,cisgender,wolf
26,male,cisgender,lion
14,female,cisgender,other
30,male,cisgender,cheetah
17,male,cisgender,fennec
16,male,cisgender,redfox
15,male,transgender,wolf
19,female,cisgender,wolf
22,genderqueer,complicated,othercanine
16,male,cisgender,
25,male,cisgender,wolf
19,mostly_male,cisgender,raptor
22,mostly_male,transgender,wolf
24,mostly_female,cisgender,cheetah
19,male,cisgender,othercanine
24,male,cisgender,wolf
22,male,cisgender,lizard
38,male,cisgender,germanshepherd
28,female,transgender,other
18,male,cisgender,
25,male,cisgender,wolf
32,mostly_male,cisgender,redfox
24,mostly_female,cisgender,kitsune
18,male,cisgender,lizard
18,male,cisgender,
24,male,cisgender,dragon
25,male,cisgender,leopard
34,male,cisgender,otherfeline
28,male,cisgender,coyote
19,male,cisgender,
18,male,cisgender,lizard
26,male,cisgender,husky
19,male,cisgender,
29,male,cisgender,coyote
1,male,cisgender,dragon
22,male,cisgender,domesticcat
18,male,cisgender,germanshepherd
21,male,cisgender,redfox
29,mostly_male,cisgender,wolf
26,mostly_male,cisgender,othermustelid
20,mostly_female,complicated,deer
40,male,cisgender,
23,male,cisgender,otherdog
18,both,complicated,lion
16,male,cisgender,wolf
17,mostly_male,complicated,otherdog
18,male,cisgender,
22,male,cisgender,wolf
21,male,cisgender,wolf
34,male,cisgender,wolf
26,male,cisgender,domesticcat
27,male,cisgender,dragon
24,male,cisgender,riverotter
27,mostly_female,transgender,riverotter
37,male,cisgender,wolf
28,male,cisgender,dinosaur
20,male,cisgender,wolf
24,male,cisgender,horse
16,male,cisgender,kangaroo
16,male,cisgender,
25,mostly_male,cisgender,
25,male,cisgender,otherungulate
24,male,cisgender,raccoon
26,neutrois,complicated,other
21,female,cisgender,tiger
23,female,cisgender,deer
20,female,cisgender,wolf
17,male,cisgender,
45,female,cisgender,
16,male,cisgender,other
26,male,cisgender,wolf
25,male,cisgender,wolf
19,female,cisgender,fennec
27,neutrois,cisgender,leopard
18,mostly_male,complicated,other
1,male,cisgender,germanshepherd
34,male,cisgender,wolf
21,male,cisgender,snowleopard
17,mostly_male,cisgender,dragon
15,male,cisgender,redfox
14,male,cisgender,arcticfox
20,male,cisgender,wolf
20,male,cisgender,wolf
19,male,cisgender,husky
40,male,cisgender,redfox
25,female,cisgender,other
16,mostly_female,cisgender,
21,nonbinary_nos,complicated,othercanine
14,mostly_male,cisgender,redfox
20,male,cisgender,arcticfox
17,female,cisgender,redfox
25,male,cisgender,wolf
18,male,cisgender,
18,male,cisgender,other
22,male,cisgender,
34,male,cisgender,hyaena
20,male,cisgender,wolf
14,mostly_female,cisgender,wolf
22,male,cisgender,snowleopard
21,male,cisgender,redfox
24,neutrois,complicated,rabbit
21,mostly_male,cisgender,domesticcat
21,male,cisgender,
18,male,cisgender,
18,female,cisgender,
21,both,transgender,redfox
16,male,cisgender,wolf
20,mostly_female,complicated,anthro
40,male,cisgender,redfox
18,male,cisgender,deer
20,mostly_female,cisgender,domesticcat
17,male,cisgender,
20,male,cisgender,otherdog
16,male,cisgender,redfox
16,male,cisgender,domesticcat
18,male,cisgender,wolf
22,male,cisgender,other
35,male,cisgender,anthro
25,male,cisgender,tiger
35,mostly_male,transgender,othercanine
21,male,cisgender,raptor
17,male,complicated,other
17,male,cisgender,dragon
18,male,cisgender,pandabear
24,both,complicated,kitsune
20,male,transgender,other
22,male,cisgender,otherfox
19,male,cisgender,otherfeline
25,male,cisgender,badger
33,mostly_female,transgender,redfox
31,female,transgender,raven
17,mostly_female,complicated,wolf
28,male,cisgender,
31,male,cisgender,rabbit
25,female,cisgender,othercanine
19,male,cisgender,husky
26,male,transgender,raccoon
26,female,cisgender,rabbit
25,male,cisgender,raven
100,neutrois,complicated,greyfox
16,male,cisgender,rat
15,male,cisgender,anthro
19,female,cisgender,dragon
23,male,transgender,anthro
20,female,transgender,
18,mostly_male,transgender,deer
18,female,cisgender,
17,genderqueer,complicated,
25,male,cisgender,domesticcat
16,male,cisgender,redfox
17,both,transgender,raven
29,male,cisgender,rabbit
30,male,cisgender,otherdog
1,male,cisgender,wolf
18,male,cisgender,wolf
23,mostly_male,cisgender,husky
30,male,cisgender,otherfeline
47,male,cisgender,horse
16,male,cisgender,redfox
20,male,cisgender,wolf
19,male,cisgender,otherfox
25,male,cisgender,wolf
1,female,cisgender,redfox
16,male,cisgender,other
14,male,cisgender,greyfox
14,male,cisgender,other
17,male,cisgender,domesticcat
21,mostly_male,cisgender,wolf
19,male,cisgender,wolf
20,male,transgender,dragon
17,male,cisgender,lion
23,female,cisgender,other
18,male,cisgender,wolf
22,female,cisgender,otherfox
23,female,cisgender,domesticcat
17,male,cisgender,domesticcat
26,male,cisgender,otherfox
20,male,cisgender,dragon
20,male,cisgender,domesticcat
23,genderqueer,transgender,dragon
26,female,transgender,anthro
1,female,cisgender,tiger
24,male,cisgender,collie
27,male,cisgender,rabbit
26,male,cisgender,lion
32,male,cisgender,tiger
22,female,cisgender,wolf
20,male,cisgender,bat
25,mostly_male,cisgender,wolf
27,female,transgender,wolf
16,male,cisgender,
18,male,cisgender,jackal
