Age,Gender Identity,Gender Alignment,Main Species
1,nonbinary_nos,cisgender,otherfox
19,mostly_male,cisgender,
27,female,transgender,weasel
16,male,transgender,wolf
1,female,cisgender,wolf
23,male,cisgender,wolf
21,male,cisgender,othercanine
16,male,cisgender,fennec
19,female,cisgender,redfox
24,male,cisgender,coyote
14,genderqueer,complicated,redfox
18,female,cisgender,otherfeline
23,male,cisgender,otherfox
25,male,cisgender,otherbird
19,male,cisgender,domesticcat
21,male,cisgender,greyfox
16,male,cisgender,
16,male,cisgender,arcticfox
15,neutrois,transgender,deer
22,female,transgender,
16,male,complicated,
17,mostly_male,cisgender,other
20,male,cisgender,wolf
23,female,transgender,kitsune
16,mostly_female,transgender,panther
18,male,cisgender,rabbit
16,male,transgender,wolf
2,mostly_female,cisgender,redfox
15,male,cisgender,coyote
22,male,cisgender,
20,male,cisgender,snowleopard
22,male,cisgender,dragon
26,male,cisgender,dragon
14,both,cisgender,wolf
16,male,cisgender,redfox
19,mostly_male,cisgender,husky
21,male,cisgender,wolf
50,male,cisgender,badger
21,male,cisgender,coyote
18,female,cisgender,wolf
19,male,cisgender,rat
33,female,cisgender,tiger
18,male,cisgender,other
22,male,cisgender,domesticcat
15,male,cisgender,redpanda
19,neutrois,transgender,wolf
13,male,cisgender,wolf
17,mostly_female,cisgender,lion
21,male,cisgender,cougar
18,male,cisgender,
20,male,cisgender,dragon
19,female,cisgender,otherfeline
27,male,cisgender,otherdog
21,male,cisgender,squirrel
21,mostly_male,cisgender,
16,male,cisgender,domesticcat
16,male,cisgender,
15,male,cisgender,otherfeline
19,male,cisgender,othermustelid
19,female,cisgender,redfox
36,male,cisgender,domesticcat
22,genderqueer,complicated,otherreptile
14,male,cisgender,anthro
18,male,cisgender,hyaena
25,male,cisgender,other
15,male,cisgender,otherfox
19,female,transgender,dragon
19,female,cisgender,kitsune
18,female,cisgender,redfox
20,female,cisgender,dragon
19,nonbinary_nos,complicated,husky
19,male,cisgender,otherfox
20,male,cisgender,snowleopard
29,genderqueer,complicated,otherbird
23,female,cisgender,otherdog
42,male,cisgender,cheetah
24,male,cisgender,raven
18,nonbinary_nos,transgender,polymorphic
25,mostly_female,complicated,
33,genderqueer,complicated,lion
31,male,cisgender,otherdog
21,male,cisgender,otherfox
19,male,cisgender,redfox
29,male,cisgender,rabbit
24,male,cisgender,otherreptile
19,mostly_male,cisgender,otherfeline
19,male,cisgender,redfox
18,male,cisgender,collie
18,male,cisgender,
21,male,cisgender,otherfox
23,female,cisgender,wolf
31,mostly_male,cisgender,wolf
36,female,cisgender,
27,male,cisgender,domesticcat
33,male,cisgender,dinosaur
18,female,cisgender,hyaena
20,male,cisgender,coyote
34,mostly_male,transgender,
26,male,cisgender,redfox
34,female,cisgender,otherungulate
21,female,cisgender,
32,mostly_female,cisgender,otherungulate
22,male,cisgender,
30,male,cisgender,seaotter
17,both,complicated,redfox
20,nonbinary_nos,complicated,othercanine
17,male,cisgender,anthro
24,male,cisgender,
22,nonbinary_nos,complicated,cheetah
25,male,cisgender,
14,female,cisgender,
14,both,cisgender,arcticfox
22,female,transgender,
17,male,cisgender,fennec
20,male,cisgender,wolf
22,male,cisgender,raccoon
18,genderqueer,complicated,wolf
25,mostly_male,cisgender,feral
15,female,cisgender,wolf
23,male,cisgender,othermustelid
36,male,cisgender,wolf
18,mostly_female,cisgender,otherdog
22,male,cisgender,fennec
28,male,cisgender,otherdog
19,male,cisgender,tiger
15,male,cisgender,tiger
25,male,transgender,wolf
21,male,complicated,
23,male,cisgender,snowleopard
20,male,cisgender,wolf
19,mostly_male,complicated,arcticfox
25,male,cisgender,dragon
36,male,cisgender,leopard
20,female,cisgender,wolf
18,male,cisgender,wolf
17,male,cisgender,
22,male,cisgender,husky
16,mostly_male,complicated,
24,male,cisgender,redfox
18,female,transgender,fennec
21,genderqueer,transgender,horse
17,male,cisgender,wolf
21,mostly_male,cisgender,wolf
21,male,cisgender,arcticfox
22,male,cisgender,other
20,female,transgender,arcticfox
15,female,cisgender,wolf
24,male,cisgender,wolf
20,male,cisgender,redfox
17,male,cisgender,fennec
19,male,cisgender,wolf
26,male,cisgender,tiger
19,mostly_female,transgender,
20,male,cisgender,
19,male,cisgender,wolf
19,mostly_male,complicated,other
13,mostly_male,cisgender,redfox
18,male,cisgender,wolf
15,male,cisgender,otherfox
18,male,cisgender,wolf
20,mostly_male,cisgender,otherfox
16,mostly_male,transgender,deer
19,male,cisgender,redfox
20,male,cisgender,otherungulate
26,mostly_male,cisgender,othercanine
21,male,cisgender,wolf
28,nonbinary_nos,complicated,wolf
45,male,cisgender,wolf
20,male,cisgender,mouse
20,male,cisgender,mouse
17,male,cisgender,raccoon
17,male,cisgender,wolf
15,male,cisgender,arcticfox
19,male,cisgender,wolf
37,male,cisgender,wolf
24,male,cisgender,tiger
17,male,cisgender,
19,male,cisgender,wolf
21,male,cisgender,redfox
22,male,cisgender,wolf
20,male,cisgender,other
34,male,cisgender,
47,male,cisgender,raccoon
25,both,transgender,arcticfox
28,both,cisgender,arcticfox
16,female,cisgender,tiger
25,mostly_male,cisgender,wolf
17,male,cisgender,wolf
21,male,cisgender,dragon
29,male,cisgender,lion
25,male,cisgender,bat
21,male,cisgender,otherfox
29,male,cisgender,otherfox
31,male,cisgender,greyfox
22,male,cisgender,wolf
19,nonbinary_nos,complicated,otherfeline
22,female,transgender,skunk
16,female,cisgender,domesticcat
20,male,cisgender,dragon
26,male,cisgender,redfox
27,male,cisgender,lion
26,male,cisgender,coyote
23,male,cisgender,rabbit
14,female,cisgender,otherfeline
12,male,cisgender,wolf
18,male,cisgender,dragon
19,male,cisgender,wolf
19,male,cisgender,domesticcat
19,male,cisgender,domesticcat
18,male,cisgender,wolf
32,male,cisgender,otherungulate
17,male,cisgender,
19,male,cisgender,raptor
19,male,complicated,panther
19,female,cisgender,lion
18,male,cisgender,redfox
19,male,cisgender,arcticfox
28,mostly_male,cisgender,wolf
24,male,transgender,otherdog
21,male,cisgender,anthro
33,male,cisgender,cheetah
26,male,cisgender,dragon
29,male,cisgender,other
18,male,cisgender,
28,mostly_female,cisgender,otherungulate
16,male,cisgender,
20,male,cisgender,grizzlybear
19,male,cisgender,otherfox
18,male,cisgender,dragon
24,male,cisgender,riverotter
19,male,cisgender,
37,male,cisgender,riverotter
20,male,cisgender,lizard
16,male,cisgender,
20,male,cisgender,redfox
18,male,cisgender,
19,genderqueer,transgender,fennec
15,male,cisgender,otherdog
18,male,cisgender,
16,male,cisgender,wolf
39,neutrois,complicated,other
24,male,cisgender,wolf
22,male,cisgender,otherreptile
16,female,cisgender,other
17,female,cisgender,otherdog
54,male,cisgender,tiger
18,male,cisgender,
14,female,complicated,riverotter
17,male,cisgender,wolf
17,male,cisgender,wolf
16,male,cisgender,rabbit
18,male,cisgender,wolf
20,male,cisgender,wolf
18,female,cisgender,anthro
18,male,cisgender,wolf
23,male,cisgender,coyote
22,male,cisgender,husky
16,mostly_female,transgender,domesticcat
16,male,cisgender,redfox
23,male,cisgender,
19,male,cisgender,wolf
15,mostly_male,cisgender,wolf
24,genderqueer,transgender,wolf
36,both,transgender,otherfox
24,female,cisgender,
19,male,cisgender,
25,female,cisgender,collie
17,male,transgender,wolf
1,female,cisgender,arcticfox
25,male,cisgender,dinosaur
19,genderqueer,complicated,otherfox
13,male,cisgender,domesticcat
20,male,cisgender,
19,male,cisgender,wolf
34,male,cisgender,othermustelid
25,male,cisgender,feral
27,mostly_male,cisgender,domesticcat
26,mostly_male,cisgender,redfox
30,mostly_male,cisgender,tiger
24,mostly_male,cisgender,domesticcat
25,male,cisgender,collie
22,nonbinary_nos,complicated,dragon
26,male,cisgender,anthro
20,male,cisgender,wolf
31,male,cisgender,tiger
26,mostly_female,complicated,
18,male,cisgender,redpanda
22,male,cisgender,hyaena
23,male,cisgender,deer
21,male,cisgender,otherdog
21,neutrois,complicated,skunk
17,male,cisgender,domesticcat
29,male,cisgender,jackal
19,genderqueer,cisgender,wolf
23,male,cisgender,otherdog
21,mostly_male,complicated,wolf
21,male,cisgender,otherdog
23,mostly_male,transgender,dragon
16,male,cisgender,arcticfox
26,mostly_male,complicated,otherfox
22,male,cisgender,riverotter
20,male,cisgender,other
19,mostly_female,transgender,other
25,male,cisgender,arcticfox
16,male,cisgender,arcticfox
21,both,complicated,kitsune
25,male,cisgender,othermustelid
16,female,cisgender,deer
29,male,cisgender,snowleopard
26,male,cisgender,wolf
16,male,cisgender,otherfox
20,female,cisgender,domesticcat
17,male,cisgender,wolf
18,male,cisgender,
20,male,cisgender,wolf
23,male,cisgender,redfox
19,male,cisgender,wolf
32,mostly_female,transgender,redfox
20,male,cisgender,redfox
19,male,cisgender,domesticcat
19,male,cisgender,other
18,mostly_male,cisgender,seaotter
16,male,cisgender,redfox
28,male,cisgender,redfox
17,mostly_male,cisgender,wolf
18,mostly_male,cisgender,greyfox
18,mostly_male,cisgender,other
28,male,cisgender,wolf
21,male,cisgender,redpanda
26,male,cisgender,dragon
20,genderqueer,transgender,wolf
25,mostly_male,cisgender,lizard
18,male,cisgender,other
32,male,cisgender,wolf
17,male,cisgender,wolf
16,mostly_female,transgender,greyfox
17,male,cisgender,wolf
19,genderqueer,complicated,fennec
23,male,cisgender,anthro
19,male,cisgender,wolf
19,male,cisgender,wolf
18,nonbinary_nos,complicated,redfox
17,male,cisgender,dragon
16,male,cisgender,wolf
17,neutrois,transgender,greyfox
17,male,cisgender,wolf
19,male,cisgender,arcticfox
22,female,cisgender,otherdog
18,male,cisgender,coyote
23,male,cisgender,
24,male,cisgender,wolf
25,male,cisgender,dragon
1,female,cisgender,othermustelid
16,male,transgender,redfox
20,male,cisgender,redfox
19,male,transgender,
22,male,cisgender,redfox
16,male,cisgender,greyfox
22,male,cisgender,germanshepherd
16,female,complicated,other
18,male,cisgender,coyote
21,neutrois,complicated,hyaena
19,male,cisgender,wolf
1,male,cisgender,germanshepherd
20,male,cisgender,wolf
23,male,cisgender,wolf
16,female,cisgender,
24,male,cisgender,redfox
19,male,complicated,otherbird
25,male,cisgender,fennec
20,male,cisgender,wolf
15,male,cisgender,otherfeline
17,male,cisgender,other
14,male,cisgender,otherfox
19,male,cisgender,husky
25,male,cisgender,other
16,male,cisgender,kangaroo
19,nonbinary_nos,complicated,deer
15,mostly_male,cisgender,wolf
31,male,cisgender,husky
18,male,cisgender,other
23,female,cisgender,other
19,male,cisgender,collie
42,male,cisgender,grizzlybear
15,male,cisgender,otherdog
21,male,cisgender,wolf
17,male,cisgender,
21,male,cisgender,dragon
17,male,cisgender,wolf
16,female,cisgender,dragon
22,male,cisgender,wolf
32,mostly_male,cisgender,othercanine
19,male,cisgender,greyfox
1,male,cisgender,kitsune
17,male,cisgender,bat
19,male,cisgender,wolf
26,male,cisgender,other
20,male,cisgender,bat
19,male,cisgender,
31,male,cisgender,husky
24,male,cisgender,arcticfox
19,male,cisgender,coyote
17,male,cisgender,redpanda
19,mostly_male,cisgender,
23,male,cisgender,fennec
21,male,cisgender,rabbit
15,male,cisgender,deer
33,mostly_male,cisgender,wolf
24,male,cisgender,cheetah
1,male,cisgender,other
21,male,cisgender,coyote
25,male,cisgender,dragon
15,male,cisgender,otherfox
19,male,cisgender,otherdog
22,neutrois,transgender,redfox
16,male,cisgender,
17,mostly_female,cisgender,badger
19,male,cisgender,dragon
20,male,cisgender,
15,male,cisgender,
20,male,cisgender,raccoon
19,male,cisgender,tiger
15,male,cisgender,greyfox
16,male,cisgender,wolf
33,male,cisgender,dragon
17,female,cisgender,
28,neutrois,transgender,other
23,male,transgender,dragon
33,male,cisgender,otherdog
18,male,cisgender,cougar
19,male,cisgender,wolf
18,male,cisgender,redfox
26,male,cisgender,redfox
22,female,cisgender,deer
17,male,cisgender,fennec
12,male,cisgender,
19,male,cisgender,otherreptile
19,female,cisgender,griffin
41,male,cisgender,other
19,genderqueer,transgender,deer
17,female,cisgender,wolf
25,male,cisgender,othercanine
17,mostly_male,cisgender,weasel
20,male,cisgender,wolf
16,male,transgender,germanshepherd
22,mostly_male,cisgender,othermustelid
17,mostly_male,cisgender,arcticfox
17,mostly_male,cisgender,arcticfox
19,both,complicated,fennec
16,mostly_female,cisgender,wolf
21,male,cisgender,
14,female,cisgender,
19,mostly_male,cisgender,germanshepherd
24,male,cisgender,
18,mostly_male,cisgender,wolf
27,female,cisgender,arcticfox
20,mostly_male,cisgender,dragon
24,male,cisgender,
20,male,cisgender,wolf
18,male,cisgender,skunk
20,male,cisgender,otherungulate
30,mostly_male,cisgender,deer
16,mostly_male,transgender,otherdog
18,male,cisgender,anthro
13,female,cisgender,kitsune
15,male,cisgender,greyfox
19,male,cisgender,otherdog
24,mostly_male,complicated,dragon
19,male,cisgender,anthro
16,both,transgender,wolf
33,male,cisgender,otherfeline
18,female,cisgender,domesticcat
16,female,complicated,wolf
22,mostly_male,cisgender,rabbit
20,male,cisgender,other
15,genderqueer,complicated,hyaena
24,male,cisgender,redfox
16,male,cisgender,dragon
18,male,cisgender,greyfox
22,male,cisgender,anthro
25,female,complicated,rat
15,male,cisgender,wolf
13,nonbinary_nos,transgender,lion
23,male,cisgender,wolf
15,male,transgender,deer
17,mostly_male,cisgender,wolf
19,male,cisgender,otherfeline
15,female,cisgender,deer
47,male,cisgender,tiger
25,male,cisgender,fennec
17,female,cisgender,wolf
15,male,cisgender,wolf
24,male,cisgender,anthro
23,female,cisgender,wolf
19,male,cisgender,wolf
60,both,complicated,kitsune
19,male,cisgender,
14,male,cisgender,wolf
15,male,cisgender,redfox
17,male,cisgender,germanshepherd
15,male,cisgender,redfox
19,nonbinary_nos,complicated,raven
19,male,cisgender,wolf
17,male,cisgender,
27,female,complicated,arcticfox
26,female,cisgender,greyfox
21,female,cisgender,otherungulate
16,male,cisgender,
23,male,cisgender,weasel
17,male,cisgender,other
23,male,cisgender,
21,male,cisgender,
16,neutrois,complicated,other
17,male,cisgender,redfox
20,male,cisgender,
26,male,cisgender,raccoon
20,mostly_male,complicated,wolf
18,male,cisgender,wolf
17,male,transgender,wolf
20,mostly_male,cisgender,arcticfox
15,male,cisgender,otherfeline
23,male,cisgender,wolf
19,male,cisgender,wolf
21,both,complicated,snowleopard
22,male,cisgender,
17,male,cisgender,
21,male,cisgender,other
18,male,cisgender,dragon
23,male,cisgender,
24,male,cisgender,dragon
21,male,cisgender,redfox
19,female,transgender,othermarsupial
18,male,cisgender,fennec
29,male,cisgender,
19,male,cisgender,wolf
15,male,cisgender,wolf
20,male,cisgender,raccoon
27,male,cisgender,lizard
12,nonbinary_nos,transgender,jackal
26,male,cisgender,wolf
22,genderqueer,complicated,anthro
22,male,cisgender,wolf
26,male,cisgender,wolf
16,male,cisgender,redfox
17,male,cisgender,wolf
25,female,transgender,rabbit
17,male,cisgender,cheetah
24,male,cisgender,
17,male,cisgender,dragon
15,female,cisgender,wolf
22,male,transgender,dinosaur
21,female,cisgender,
20,male,cisgender,brownbear
13,male,cisgender,wolf
13,mostly_female,cisgender,wolf
21,male,cisgender,otherfox
24,female,cisgender,
30,male,cisgender,tiger
28,male,cisgender,otherfeline
16,male,cisgender,dragon
14,mostly_female,complicated,dragon
19,female,transgender,arcticfox
18,male,cisgender,dinosaur
19,both,transgender,wolf
17,male,cisgender,redfox
17,female,cisgender,rabbit
20,male,cisgender,wolf
18,male,cisgender,wolf
19,male,cisgender,wolf
19,mostly_male,complicated,dragon
14,male,cisgender,redfox
14,mostly_female,complicated,wolf
15,male,cisgender,domesticcat
21,male,cisgender,wolf
20,male,cisgender,
16,mostly_male,cisgender,domesticcat
19,male,cisgender,redfox
15,male,cisgender,husky
16,male,transgender,redpanda
21,male,transgender,otherdog
28,male,cisgender,dragon
15,male,complicated,wolf
21,female,cisgender,domesticcat
21,mostly_male,cisgender,wolf
19,male,cisgender,greyfox
16,male,cisgender,wolf
14,male,transgender,domesticcat
23,mostly_male,cisgender,anthro
16,mostly_female,transgender,wolf
20,male,transgender,otherdog
17,male,cisgender,
29,mostly_female,cisgender,wolf
22,nonbinary_nos,complicated,otherfeline
16,male,cisgender,wolf
18,male,cisgender,otherfox
15,male,complicated,other
15,male,complicated,anthro
18,male,cisgender,redfox
27,male,cisgender,
26,mostly_male,cisgender,wolf
28,male,cisgender,rabbit
35,male,cisgender,anthro
20,mostly_male,transgender,husky
24,male,cisgender,
22,male,cisgender,redfox
19,male,cisgender,wolf
21,male,cisgender,rat
18,male,cisgender,badger
22,male,cisgender,redfox
21,male,cisgender,wolf
19,male,cisgender,dragon
20,male,cisgender,other
17,mostly_male,cisgender,arcticfox
21,mostly_female,transgender,grizzlybear
15,male,cisgender,
15,female,cisgender,otherfox
21,male,cisgender,dragon
15,male,cisgender,wolf
20,male,cisgender,
26,mostly_male,complicated,redfox
16,male,cisgender,snowleopard
18,male,cisgender,
19,mostly_male,cisgender,domesticcat
15,male,cisgender,redfox
44,male,cisgender,wolf
22,male,cisgender,panther
37,male,cisgender,snowleopard
17,male,cisgender,husky
21,male,cisgender,wolf
24,male,cisgender,anthro
23,male,cisgender,
31,male,cisgender,tiger
20,mostly_male,cisgender,other
23,nonbinary_nos,transgender,otherdog
21,male,cisgender,othercanine
28,male,cisgender,squirrel
23,mostly_male,cisgender,coyote
21,mostly_male,cisgender,kitsune
20,male,cisgender,raccoon
44,male,cisgender,husky
31,male,cisgender,wolf
16,male,cisgender,fennec
16,male,cisgender,domesticcat
19,genderqueer,complicated,wolf
18,male,cisgender,wolf
19,female,complicated,wolf
11,female,cisgender,wolf
18,male,cisgender,other
15,male,cisgender,wolf
19,male,cisgender,
16,mostly_male,complicated,wolf
14,male,transgender,wolf
17,male,cisgender,
16,female,cisgender,wolf
15,genderqueer,transgender,
15,male,cisgender,other
17,neutrois,transgender,raccoon
17,mostly_female,cisgender,arcticfox
20,male,cisgender,wolf
15,female,cisgender,deer
14,mostly_female,cisgender,
15,female,cisgender,wolf
26,male,cisgender,
31,neutrois,complicated,
24,male,cisgender,
29,genderqueer,transgender,anthro
20,male,cisgender,
20,male,cisgender,
15,male,cisgender,wolf
15,female,cisgender,domesticcat
19,male,cisgender,raptor
20,neutrois,complicated,greyfox
22,male,cisgender,horse
19,male,cisgender,rabbit
15,male,cisgender,otherbird
23,female,cisgender,wolf
37,both,complicated,
20,male,cisgender,
22,male,cisgender,wolf
15,male,cisgender,otherfeline
16,male,cisgender,deer
24,female,cisgender,domesticcat
16,male,cisgender,
15,male,cisgender,wolf
20,male,cisgender,arcticfox
21,mostly_female,cisgender,wolf
34,male,cisgender,
25,male,cisgender,arcticfox
24,male,cisgender,dragon
21,female,cisgender,hyaena
15,male,cisgender,husky
20,neutrois,transgender,kitsune
22,male,cisgender,snowleopard
22,male,cisgender,dragon
15,male,cisgender,wolf
23,male,cisgender,dragon
12,female,cisgender,otherdog
19,male,cisgender,
16,male,cisgender,wolf
17,female,cisgender,deer
15,neutrois,transgender,
16,female,cisgender,otherdog
23,male,cisgender,redfox
14,genderqueer,complicated,tiger
20,genderqueer,complicated,redfox
21,male,cisgender,dragon
18,male,cisgender,rabbit
17,male,cisgender,otherdog
18,genderqueer,complicated,rabbit
19,female,cisgender,redfox
15,male,cisgender,domesticcat
18,female,transgender,
19,male,cisgender,domesticcat
29,male,cisgender,dragon
21,male,cisgender,domesticcat
23,mostly_female,transgender,
18,female,transgender,wolf
15,male,cisgender,wolf
22,mostly_female,transgender,dragon
17,male,cisgender,domesticcat
18,male,cisgender,deer
16,male,cisgender,
19,male,cisgender,lizard
29,neutrois,transgender,
20,nonbinary_nos,transgender,othermarsupial
18,mostly_female,cisgender,
16,male,transgender,monkey
16,male,cisgender,wolf
18,male,cisgender,
26,male,cisgender,horse
36,female,cisgender,
19,male,cisgender,redfox
22,male,cisgender,riverotter
21,male,cisgender,other
19,male,cisgender,deer
19,male,cisgender,wolf
24,male,cisgender,tiger
19,male,cisgender,other
33,male,cisgender,skunk
18,male,cisgender,wolf
23,genderqueer,complicated,otherreptile
16,male,cisgender,other
17,both,transgender,wolf
17,male,cisgender,wolf
19,mostly_male,transgender,anthro
21,male,cisgender,kitsune
16,mostly_male,cisgender,redfox
17,male,cisgender,redfox
17,male,cisgender,other
21,male,cisgender,fennec
18,nonbinary_nos,transgender,wolf
36,male,transgender,wolf
16,male,cisgender,wolf
14,male,cisgender,
16,male,cisgender,
20,male,cisgender,bat
36,male,cisgender,otherdog
25,mostly_female,cisgender,wolf
15,male,cisgender,husky
15,male,cisgender,redfox
20,female,cisgender,wolf
18,male,cisgender,rabbit
29,male,cisgender,otherdog
20,male,cisgender,otherdog
16,male,cisgender,raven
23,male,cisgender,
16,female,complicated,anthro
18,male,cisgender,fennec
35,male,cisgender,
16,male,cisgender,wolf
19,male,cisgender,anthro
17,male,cisgender,husky
20,male,cisgender,wolf
16,male,cisgender,rabbit
19,female,cisgender,anthro
25,male,cisgender,hyaena
17,female,cisgender,snowleopard
22,mostly_male,cisgender,otherbear
23,female,cisgender,collie
23,male,cisgender,
22,female,cisgender,domesticcat
33,female,transgender,redfox
35,female,transgender,othermustelid
18,mostly_male,cisgender,redfox
16,female,cisgender,wolf
22,male,cisgender,wolf
18,male,cisgender,otherfox
22,female,transgender,redfox
26,female,cisgender,dragon
1,male,cisgender,fennec
22,male,cisgender,
14,male,cisgender,wolf
22,male,transgender,otherdog
19,male,cisgender,
20,male,cisgender,bat
19,mostly_male,transgender,othermustelid
16,male,cisgender,dragon
22,male,cisgender,othermustelid
24,mostly_male,transgender,dragon
22,male,cisgender,husky
20,male,cisgender,redfox
15,male,cisgender,wolf
34,male,cisgender,dragon
15,male,cisgender,wolf
18,male,cisgender,wolf
19,genderqueer,cisgender,otherfox
17,mostly_female,cisgender,otherfeline
18,mostly_female,transgender,kitsune
16,male,cisgender,otherfox
20,male,cisgender,wolf
16,male,cisgender,
27,male,cisgender,horse
19,mostly_male,complicated,tiger
30,neutrois,complicated,lion
31,nonbinary_nos,transgender,othermarsupial
17,mostly_female,transgender,greyfox
15,female,cisgender,tiger
19,male,cisgender,horse
22,male,cisgender,wolf
23,male,cisgender,othermarsupial
1,both,cisgender,dragon
19,male,cisgender,wolf
19,female,cisgender,raccoon
16,male,cisgender,arcticfox
19,male,cisgender,wolf
24,male,cisgender,bat
23,male,cisgender,
16,male,cisgender,husky
18,male,cisgender,
26,male,cisgender,otherfox
17,male,cisgender,wolf
18,male,cisgender,wolf
16,male,cisgender,wolf
18,male,cisgender,bat
16,male,cisgender,wolf
20,female,transgender,anthro
14,male,cisgender,redfox
19,both,complicated,kitsune
3,mostly_male,transgender,
16,male,cisgender,redfox
21,male,cisgender,anthro
15,male,cisgender,snowleopard
15,male,cisgender,wolf
20,male,cisgender,wolf
14,male,cisgender,
17,male,cisgender,wolf
58,male,cisgender,
49,nonbinary_nos,complicated,wolf
16,female,cisgender,domesticcat
25,male,cisgender,riverotter
16,male,transgender,seaotter
14,male,cisgender,
15,male,cisgender,wolf
22,male,cisgender,tiger
13,female,cisgender,domesticcat
22,male,cisgender,
14,male,cisgender,raccoon
20,female,cisgender,wolf
15,male,cisgender,domesticcat
22,male,cisgender,wolf
29,mostly_female,cisgender,otherdog
18,male,cisgender,otherfox
17,male,cisgender,lion
16,male,cisgender,rabbit
13,mostly_female,cisgender,otherfox
16,male,cisgender,otherbear
22,genderqueer,complicated,otherdog
14,male,complicated,wolf
19,male,cisgender,otherdog
14,male,cisgender,wolf
17,male,cisgender,other
22,male,cisgender,otherfeline
17,male,cisgender,collie
21,female,cisgender,otherfox
19,female,transgender,
18,male,cisgender,
19,mostly_male,complicated,fennec
19,male,cisgender,
23,female,cisgender,arcticfox
20,male,cisgender,jackal
37,male,cisgender,germanshepherd
18,male,cisgender,wolf
14,female,cisgender,deer
15,genderqueer,complicated,otherfox
27,female,transgender,otherfox
19,male,cisgender,anthro
14,male,cisgender,wolf
23,male,cisgender,
18,male,cisgender,
21,male,cisgender,grizzlybear
18,female,cisgender,tiger
16,male,cisgender,rabbit
26,male,cisgender,raccoon
16,mostly_female,transgender,domesticcat
17,both,complicated,germanshepherd
18,mostly_male,cisgender,domesticcat
50,female,cisgender,otherfeline
18,male,cisgender,wolf
40,mostly_male,cisgender,snowleopard
19,male,cisgender,redpanda
18,male,cisgender,dragon
20,male,cisgender,greyfox
17,male,cisgender,
20,male,cisgender,greyfox
14,male,cisgender,
20,neutrois,transgender,otherbear
22,male,cisgender,otherfeline
29,nonbinary_nos,transgender,raptor
23,male,cisgender,
27,nonbinary_nos,transgender,wolf
45,mostly_female,transgender,coyote
27,neutrois,complicated,otherfeline
23,male,cisgender,otherdog
30,nonbinary_nos,transgender,dragon
30,male,cisgender,othercanine
13,female,cisgender,kitsune
34,male,cisgender,dragon
19,male,cisgender,other
33,male,cisgender,snowleopard
14,female,cisgender,domesticcat
23,male,cisgender,othercanine
1,male,cisgender,husky
28,female,cisgender,raven
32,male,cisgender,cheetah
20,female,cisgender,bat
23,mostly_male,cisgender,othercanine
20,male,cisgender,othercanine
25,male,cisgender,other
25,male,cisgender,othercanine
22,male,cisgender,wolf
21,both,complicated,other
30,male,cisgender,deer
22,male,cisgender,arcticfox
23,male,cisgender,horse
24,mostly_male,cisgender,othermusteloid
31,male,cisgender,anthro
30,female,cisgender,other
19,male,cisgender,otherdog
26,male,cisgender,wolf
25,male,cisgender,deer
35,male,cisgender,otherungulate
20,mostly_male,cisgender,fennec
21,male,cisgender,skunk
30,mostly_male,cisgender,otherfox
19,male,cisgender,redpanda
32,male,cisgender,wolf
22,female,cisgender,otherfeline
26,male,cisgender,otherungulate
21,male,cisgender,raccoon
20,mostly_male,cisgender,othercanine
22,male,cisgender,wolf
26,male,cisgender,otherfeline
33,male,cisgender,othermarsupial
20,male,cisgender,redfox
26,male,cisgender,collie
26,male,cisgender,othercanine
27,male,cisgender,riverotter
25,male,cisgender,otherfox
22,male,cisgender,wolf
1,male,cisgender,wolf
19,genderqueer,transgender,otherbird
22,male,cisgender,jackal
30,mostly_male,cisgender,lizard
26,male,cisgender,redfox
22,male,cisgender,othermustelid
21,male,cisgender,dragon
21,female,cisgender,domesticcat
30,male,cisgender,domesticcat
27,male,cisgender,
44,male,cisgender,otherdog
1,male,cisgender,redfox
19,male,transgender,domesticcat
25,male,cisgender,husky
21,male,cisgender,riverotter
27,male,cisgender,greyfox
20,male,cisgender,husky
15,male,cisgender,
20,male,cisgender,husky
21,genderqueer,transgender,othercanine
20,mostly_male,cisgender,deer
29,mostly_female,complicated,redfox
20,male,cisgender,anthro
23,male,transgender,fennec
15,male,cisgender,wolf
19,male,cisgender,
21,female,cisgender,
24,male,cisgender,wolf
22,mostly_male,transgender,bat
21,male,cisgender,othercanine
18,male,cisgender,otherbird
29,male,cisgender,raccoon
20,genderqueer,complicated,redfox
19,mostly_female,transgender,otherdog
26,male,cisgender,dragon
19,male,cisgender,riverotter
24,nonbinary_nos,transgender,redpanda
23,male,cisgender,wolf
19,male,cisgender,wolf
25,male,cisgender,wolf
24,male,cisgender,greyfox
15,mostly_male,transgender,otherdog
25,male,cisgender,tiger
35,male,cisgender,redfox
19,female,complicated,otherfox
21,male,cisgender,wolf
26,male,cisgender,dragon
23,genderqueer,transgender,otherfox
13,male,cisgender,wolf
25,male,cisgender,snowleopard
26,male,cisgender,dragon
18,male,cisgender,fennec
16,male,cisgender,
17,male,cisgender,husky
16,male,cisgender,wolf
20,female,cisgender,fennec
14,genderqueer,transgender,wolf
13,male,cisgender,fennec
18,male,cisgender,wolf
17,female,cisgender,wolf
18,female,cisgender,rabbit
22,male,cisgender,
21,male,cisgender,feral
