Species,Sexual dominance,Romantic dominance,Social dominance
rabbit; anthro,-1,0,1
domesticcat,-2,-2,-2
dragon; other,-2,0,1
polarbear,-2,1,-1
raccoon,-1,-2,-1
brownbear,0,0,0
dragon,-1,0,-1
other,-1,-1,1
otherdog; anthro; feral,1,0,0
domesticcat,1,0,1
rabbit; anthro,-2,-1,0
other,-1,0,0
brownbear,-1,-1,1
redfox; otherfox,0,-1,1
otherfeline,0,0,-2
lizard; anthro,-1,0,0
raccoon,-1,-1,-1
redfox,-1,-1,-1
other,0,-1,1
anthro; feral; other,-2,-1,-1
wolf; husky; othercanine,-1,1,2
domesticcat; anthro,-2,-1,0
redpanda,-1,-2,-1
wolf; anthro,2,1,2
redfox,-1,1,1
othermustelid,,,-1
horse,0,0,0
griffin,-1,1,-1
deer,-1,-1,0
seaotter; anthro,-1,0,1
wolf; anthro; feral,-1,-1,0
othercanine; anthro; other,-1,0,1
rabbit,1,0,-2
horse,-1,-1,-1
snowleopard,0,-1,-1
rabbit; anthro,-1,0,-1
deer; rabbit; anthro,-2,-1,-1
redpanda; anthro,-1,-2,-1
redfox; anthro,-1,0,-2
arcticfox,-2,1,1
redfox; anthro,-1,-1,-1
mouse,-1,-1,0
othercanine; anthro,0,0,0
redpanda; pandabear,-1,0,1
snowleopard; anthro,-2,0,-1
otherdog,-2,-1,-1
dragon; anthro,-1,2,1
wolf; raccoon,0,-1,-1
othercanine; otherfeline,0,0,-2
other,-1,-1,-1
other,-1,1,2
dragon; anthro,,,-1
otherfeline; othermarsupial; anthro; polymorphic,-2,-1,1
wolf,0,0,0
dragon; anthro,1,0,1
redpanda,-2,-2,0
redfox,0,0,1
wolf; redfox,0,1,0
wolf; otherfeline,-1,1,1
other,-2,-2,-2
wolf; rabbit,-2,0,1
dragon; feral,0,-1,0
otherfeline,-1,1,0
otherfeline,-1,-1,0
dragon,2,1,0
horse; other,-1,0,0
redfox,1,0,0
otherfox,0,0,0
hyaena; anthro,1,1,1
othercanine; anthro,-1,1,-2
raccoon; anthro,-1,-1,0
other,-2,0,0
arcticfox; kitsune; taur,-1,1,0
deer; other,-1,0,-2
jackal,0,0,1
domesticcat; deer,0,0,1
dragon; anthro,-2,-1,-1
redfox; domesticcat,0,0,1
snowleopard; cheetah; anthro; feral,-2,-1,-1
redfox,-2,-2,-1
wolf; tiger; anthro,0,-1,-2
wolf,-1,-1,-2
domesticcat,0,1,2
cheetah; anthro,1,0,0
kangaroo,-1,-1,-1
badger; anthro; feral; polymorphic,0,0,0
wolf; husky; othercanine; other,0,1,-1
raptor,0,0,2
otherfox,-1,0,0
otherfeline; anthro,-2,-1,-1
wolf; anthro,2,2,0
lizard,2,0,1
other,0,-2,-1
dragon; otherbird; anthro,1,0,-1
redfox; kitsune; anthro,1,0,0
hyaena,-1,-1,-2
squirrel,0,-1,2
dragon,-1,-2,0
fennec,-1,0,-1
husky; dragon,2,1,0
anthro; other,-1,0,1
redfox,0,0,-1
redfox,-2,-1,0
raptor,1,-1,0
arcticfox; anthro; feral; polymorphic,-1,-2,-1
redfox,2,1,0
lion,-1,-1,0
germanshepherd; husky,0,0,-1
othermustelid,0,0,-1
othermustelid,-1,-1,-1
squirrel; anthro; feral,-1,1,1
deer,0,-1,0
rabbit,-1,0,-1
redfox; anthro,-1,-1,0
dragon; lizard; otherreptile; feral; other,1,0,-1
badger,1,0,0
lizard,-1,0,1
wolf,0,-2,-1
lizard; anthro,0,0,-1
grizzlybear,0,1,1
wolf; dinosaur; raccoon; raven; hyaena; bat; griffin; anthro; feral; other,0,0,0
deer,-1,1,1
coyote,0,0,0
other,0,1,0
arcticfox,-1,0,-2
othercanine,0,0,1
husky,0,1,2
otherfeline; anthro; feral,1,2,-1
lion,2,2,1
other,0,0,1
coyote,0,1,-1
anthro; other,0,-1,0
wolf; otherdog; other,0,0,-1
lion; otherungulate,0,1,1
husky; anthro,-1,0,-1
tiger; anthro,0,1,2
otherdog; lemur,0,-1,-2
wolf; husky; domesticcat; otherfeline; riverotter; deer; squirrel; hyaena; polymorphic,0,0,-1
other,-1,1,2
wolf,,-2,-2
germanshepherd,1,0,0
dragon; anthro; feral,0,0,-1
dragon; anthro,-1,-2,-2
hyaena; anthro,0,0,0
domesticcat,0,0,0
fennec; anthro,-2,-2,-2
skunk; mouse; squirrel; rabbit; anthro,-2,0,-2
redfox; anthro,-2,-2,-1
husky,-1,0,1
otherdog; anthro,0,1,1
redfox,-1,-1,0
anthro; feral; other,-1,0,-2
wolf; coyote,1,2,0
deer,-2,-1,-1
lion,-2,1,0
kitsune; anthro,0,0,-1
otherfox; dragon; raccoon; skunk; anthro,0,0,-2
otherfeline; anthro,0,0,0
dragon; feral,-1,0,-2
riverotter,0,0,-1
raccoon,-1,1,0
other,0,-1,1
arcticfox,-1,-2,-2
other,-1,-1,-1
dragon,-1,-1,0
wolf; otherdog,1,-1,0
rat; anthro,-2,-2,-1
dragon; feral,-1,0,0
redfox; cougar,1,0,1
otherdog; otherbird,0,-1,-2
otherungulate; anthro,-1,-1,1
husky,2,-2,0
redfox; dragon; anthro,-2,0,0
anthro; other,-1,1,2
wolf; husky,-1,1,0
domesticcat,0,0,0
wolf; tiger,-1,0,-1
arcticfox,-2,-2,-1
dragon,1,0,-2
wolf; anthro,-2,0,-2
dragon; otherbird,-1,1,-1
otherdog,1,-1,1
domesticcat,-2,-2,0
snowleopard; otherfeline,1,1,1
lizard,0,-1,-2
wolf,0,-1,-1
dragon; anthro,-1,-1,-1
otherfeline,-2,-2,-1
lizard; anthro,-1,0,0
cheetah; anthro,-2,1,-1
othercanine; lizard; anthro; other,-2,-2,0
griffin,-1,0,1
dragon; anthro,-2,0,-1
othercanine,-1,-1,-1
cheetah; anthro,-1,-1,-1
greyfox,-2,-1,2
riverotter; anthro,0,0,-1
fennec; anthro,1,-1,0
otherdog,-1,0,2
raccoon,1,1,-1
other,-1,-1,0
raptor,-1,0,0
pandabear,-1,0,0
husky,1,1,2
grizzlybear,1,0,-1
wolf; dragon,1,1,1
redpanda,1,0,1
other,1,2,0
wolf; otherfox; anthro; feral,1,0,1
rabbit,-1,-1,-1
riverotter,1,-2,1
wolf,-2,-1,0
redfox,1,1,0
kitsune; anthro,-1,0,0
dragon,0,0,-1
fennec,-1,0,1
husky; polymorphic,-2,-2,-2
,0,0,-2
arcticfox,0,1,-2
otherdog; otherungulate; anthro; other,-1,0,0
kangaroo; other,-2,0,-1
grizzlybear; anthro; other,1,-1,2
othermustelid; anthro; feral; other,-2,-1,0
raven,0,-2,-2
wolf,-1,,1
greyfox,-2,-2,0
husky,-2,-2,2
wolf; raptor; anthro; polymorphic; other,0,0,-1
kitsune; leopard; hyaena; anthro,0,0,0
kitsune; anthro,1,0,-1
otherfeline; anthro,0,0,1
redfox,-1,-2,-2
domesticcat,-2,1,1
wolf; arcticfox,-2,-2,-1
dragon,0,0,-1
lion; otherreptile; otherungulate; feral,0,0,-1
anthro,2,-1,-1
hyaena,-1,-1,-1
riverotter,-1,-1,0
skunk,0,0,0
jackal; anthro,-2,0,-1
dragon; feral,0,0,0
other,-2,-2,-1
germanshepherd,0,1,-1
wolf; anthro,-2,-1,-1
otherdog,-1,-2,-1
other,0,0,0
domesticcat,0,0,0
otherfox; horse,-2,-2,0
wolf,2,0,0
otherdog,-2,-1,-1
dragon,-1,-2,0
otherfox,-2,-1,1
dragon,1,0,0
dragon; anthro,,,-1
wolf,0,0,-1
wolf; dragon,-1,1,0
redpanda,-1,-1,0
otherbird; anthro,-2,0,-1
arcticfox; fennec,1,-1,-2
otherfox; deer; anthro,1,2,0
domesticcat,-2,-2,-1
wolf; othercanine; polymorphic,0,0,0
dragon,2,1,0
other,-2,2,2
otherdog; othercanine; anthro,-2,-1,0
wolf; greyfox,0,0,1
raccoon,-1,-2,-2
otherdog; deer; anthro,0,0,0
rat,-2,0,-1
wolf; otherfox; anthro,-2,-2,-1
arcticfox; otherbird; anthro,0,-2,1
dragon,1,1,0
dragon; feral; other,0,-1,-2
raccoon,-1,0,-2
kangaroo; anthro,-1,-1,0
coyote,0,0,1
husky,1,1,-2
wolf,1,0,0
wolf; germanshepherd,-1,-1,2
wolf; skunk,1,1,0
dragon,2,0,-1
anthro,0,0,0
hyaena,0,0,0
riverotter,-1,1,2
dragon,0,0,0
othercanine,-2,-1,-1
redfox,0,0,1
coyote,-1,0,2
weasel,0,0,-1
redfox,-1,0,0
raccoon,2,1,1
other,-1,-1,-1
otherfeline,-1,-2,1
mouse,0,1,-1
dragon,0,-1,-2
dragon,-1,0,-1
redpanda,0,0,-1
wolf,1,0,2
otherdog,0,0,-1
tiger,0,1,-1
dragon; anthro,0,0,-1
griffin; anthro; feral,2,0,-2
wolf,-2,-1,0
redfox; anthro,-1,0,1
kitsune,0,0,1
wolf; husky,0,0,2
squirrel,0,1,0
otherfeline; raptor; griffin; anthro; feral; other,-1,0,0
raccoon,-1,-1,0
otherdog,-2,-1,-1
wolf; redfox; germanshepherd; husky,1,0,1
anthro; other,-2,-1,-1
wolf,-2,-2,1
bat,0,0,-1
raccoon; anthro,0,0,1
othermarsupial,,,0
rabbit,-1,0,-2
dragon; anthro,0,0,0
kitsune; fennec; feral,-1,-2,-1
domesticcat,-2,-2,-1
domesticcat; dragon; rabbit,-1,-1,-2
raccoon,0,-1,-1
fennec; anthro,,,0
riverotter,-2,-1,-1
arcticfox; kitsune; anthro; feral; polymorphic; other,-2,1,2
domesticcat,,1,1
greyfox; fennec,-1,1,2
lizard; anthro,-2,-2,0
other,0,1,2
otherfox; feral,1,0,1
otherungulate; other,-2,-2,-1
rabbit,0,1,-1
dragon; feral,0,0,0
fennec,0,-2,0
arcticfox,0,0,0
domesticcat,-2,-1,0
otherfeline; anthro; other,1,0,0
seaotter,0,1,-1
tiger,-1,1,0
coyote; othercanine; anthro; feral; polymorphic,2,-1,2
fennec,-1,1,-1
otherfeline; redpanda; othermusteloid; other,0,0,0
other,-1,1,-1
tiger; domesticcat,1,0,2
wolf,-1,-1,0
wolf,-1,0,1
wolf; raven,0,-1,0
other,-1,-1,-1
wolf,0,0,0
wolf,-1,0,-1
fennec; domesticcat,0,-1,-2
wolf; anthro,0,1,1
tiger; grizzlybear,1,0,1
wolf,-1,0,-1
tiger; snowleopard; otherfeline,2,0,-1
domesticcat,-1,-1,0
wolf,-2,-2,-1
wolf; otherdog,2,1,0
dragon; anthro,-1,0,0
fennec; anthro,1,0,0
otherfox; anthro,0,0,1
dragon,-1,-1,1
wolf,,,0
domesticcat,1,-1,-1
wolf; othercanine; anthro,0,0,0
othermarsupial,0,1,1
brownbear,1,-1,-1
redfox,,,-1
koala,-2,-2,0
lion,-1,0,1
wolf; dragon; anthro; polymorphic,-1,-1,-1
othermustelid,0,-1,0
dragon; otherbird; feral,,,-1
otherungulate,-2,-1,-1
wolf,2,1,0
rabbit; anthro,-1,0,0
wolf,-1,-2,1
collie; otherdog,0,-1,-2
othercanine; anthro,1,0,-1
wolf; fennec; snowleopard; panther; dragon; anthro; feral,-2,-2,0
grizzlybear; otherbear,0,0,0
raccoon; anthro,-1,0,-1
mouse,0,0,-1
tiger; cheetah,-2,-1,0
coyote; tiger,0,0,0
husky,-2,-1,0
wolf; husky; anthro,-1,-1,0
wolf,2,2,2
other,0,0,0
horse,-1,-1,0
wolf; redfox; dragon,-1,1,0
riverotter; anthro,1,-1,0
wolf; husky,1,-1,-1
wolf,-2,-1,-1
dragon; anthro,-1,0,0
wolf,-1,-2,1
dragon; rat; anthro,1,-1,-1
other,-1,0,2
rat; anthro,0,-1,1
redpanda,0,-1,0
dragon,1,-1,-2
othercanine; other,-2,1,1
otherfox,-2,1,2
cheetah,0,1,0
redfox,1,0,1
wolf; dragon,0,0,0
otherbird; anthro,-1,0,0
otherbird; anthro,-2,,1
wolf; anthro,0,0,0
otherdog; otherungulate,-1,1,1
coyote,0,0,0
wolf,-1,1,-2
germanshepherd,0,-1,1
redfox; tiger; dragon; other,1,0,1
arcticfox,1,1,1
raptor; anthro; feral,-1,0,-1
wolf,-1,1,1
deer,-1,-1,1
otherbird; other,-2,0,-2
dragon; redpanda; anthro; polymorphic; other,-2,0,2
othermustelid,0,-1,-2
arcticfox; anthro,0,0,-1
other,0,0,-1
wolf; husky,0,1,-1
domesticcat; anthro,-2,-1,-1
wolf; tiger; lion,1,1,2
lion,1,0,-1
leopard; panther; domesticcat; otherfeline; dragon; anthro; feral; polymorphic; other,1,1,0
wolf,-2,-1,0
kitsune,1,2,-1
otherdog; anthro; feral,2,1,1
cheetah,0,1,1
cheetah; otherfeline; anthro; other,1,2,2
fennec; otherfox; cheetah; hyaena; anthro,0,-1,-1
,-1,-1,-1
otherbird,0,0,-1
domesticcat; anthro,1,0,-1
wolf,-2,-1,2
wolf,0,1,2
wolf,-1,0,-1
husky; feral,-1,1,0
polymorphic; other,-1,1,0
raptor,-1,0,1
dragon,-1,-1,1
rat,1,0,1
raptor; anthro,-1,0,-1
wolf; greyfox,-1,0,0
husky,1,1,1
rabbit,0,1,-2
redfox; anthro,0,0,0
leopard,-1,-1,0
other,0,0,-1
dinosaur,-1,0,-1
domesticcat,-2,-2,-2
otherfox,-2,-1,1
brownbear; anthro; feral,0,0,-1
hyaena,1,0,1
domesticcat,-2,1,0
dinosaur; otherreptile; anthro,-2,-1,2
othercanine; anthro,0,1,1
other,-1,0,0
deer,0,0,-2
wolf; anthro,0,1,0
otherfox; feral,-1,-1,0
wolf,,,0
husky,1,-1,-2
jackal,-1,1,0
otherfeline; polymorphic,-1,0,-1
wolf; redfox; anthro,-1,0,0
husky,-2,-1,1
riverotter,-2,-1,0
wolf,-1,-2,1
tiger; lion; anthro,-1,-1,0
rabbit,0,1,-1
redfox; anthro,-1,0,1
wolf,1,1,0
wolf,-2,0,1
redfox; husky; anthro; feral,0,0,1
mouse,0,0,0
wolf,-1,-1,0
rabbit,-1,-1,-1
dragon; deer,0,0,0
bat,1,0,1
redfox,-2,1,1
wolf; other,1,0,1
raccoon,-1,-1,-1
wolf; redfox; otherfox; tiger; leopard,0,0,0
riverotter; weasel,-1,1,-1
dragon; bat; anthro; feral,0,0,-1
otherdog; feral; polymorphic,-1,0,-1
wolf,-2,0,0
domesticcat,-2,-2,-1
snowleopard,2,-2,-2
otherfox; anthro,2,0,2
dragon; anthro,0,0,-1
husky; anthro,1,-1,1
jackal; anthro,0,0,1
anthro; other,0,-1,-2
dragon; anthro; feral,-2,0,2
wolf,-2,-2,0
anthro; polymorphic; other,-1,-2,2
otherdog,1,-2,1
othercanine; otherfeline; anthro; feral,0,0,-2
othercanine; othermustelid; feral; polymorphic,-2,0,2
wolf; redfox; fennec,-1,1,-2
redfox,-1,2,0
otherfox,0,1,1
redfox; anthro; feral,-2,1,1
other,-1,-1,0
panther,0,-1,1
hyaena,-1,-1,-2
wolf,0,0,0
redfox,-2,0,0
deer,0,-2,-2
wolf; lion,-2,-2,-1
dragon; anthro,0,-1,-2
otherfox,-2,0,0
deer; anthro,-2,-1,-1
rabbit,1,1,0
grizzlybear; anthro; other,0,0,1
wolf,-1,1,0
arcticfox,-1,1,1
arcticfox; kitsune; anthro,-2,0,-1
fennec,-1,-2,-1
redfox,1,-1,0
otherreptile; anthro,0,0,-1
redfox; anthro,-2,-1,1
tiger,-1,1,0
raccoon; anthro; feral,-1,0,0
kitsune; husky; anthro,-1,-2,0
tiger; polymorphic,0,0,-1
otherdog,-1,-1,-2
wolf; anthro,0,0,0
dragon; lizard,-1,0,0
anthro; other,0,0,-1
wolf; othermustelid; anthro,1,-1,-1
monkey; anthro; other,0,0,0
wolf,0,1,-2
squirrel,0,0,0
redfox,-1,1,1
dragon,1,-1,0
grizzlybear; otherbear,-1,-1,1
wolf,0,-1,-2
lion; anthro,1,1,1
wolf; tiger; anthro; feral; other,2,2,2
redfox,-1,1,-1
otherdog; polymorphic; other,-1,0,0
lion; domesticcat,-1,0,2
dragon,1,1,1
snowleopard,0,0,1
wolf; redfox; redpanda; taur,1,,-1
othercanine; anthro,-1,-1,-1
dragon,0,0,-1
domesticcat; anthro; feral,-2,-2,-1
redfox,0,0,-1
dragon,0,1,2
wolf,-2,0,2
wolf; dragon; otherungulate; anthro,1,0,0
wolf; germanshepherd,,-1,0
rabbit,0,0,1
riverotter,0,0,-1
rabbit,0,0,0
coyote,2,1,0
tiger,0,-1,-2
wolf,-2,-2,-2
otherfeline; anthro; polymorphic,0,0,1
otherfox; anthro,-1,-2,0
wolf,,-2,-2
dragon; anthro; other,-2,,-2
other,-2,-1,0
riverotter,1,1,0
griffin,0,0,0
rabbit,-2,0,1
otherdog; anthro; feral,-1,0,-2
domesticcat,-1,0,1
otherfox,1,1,0
skunk,-1,-1,-1
otherdog,-1,0,-1
redfox,-2,0,0
otherbird,-1,0,0
dragon,0,-1,-1
wolf; feral,-1,-1,0
wolf; anthro,0,0,-2
redfox,,,1
other,0,0,0
wolf,-2,-2,0
fennec; otherungulate; anthro; other,-1,-1,-2
husky,-1,0,1
rabbit,-2,-1,0
wolf,-2,-1,-2
wolf,-1,0,1
hyaena; anthro; other,-2,0,0
arcticfox; cheetah; hyaena; anthro,0,-1,1
domesticcat,-2,1,1
wolf; dragon; lizard; deer; polymorphic,0,0,1
redfox,1,0,-1
raptor,0,2,-1
redfox,-2,-2,-1
redfox,-2,-2,0
skunk,-1,-1,-1
other,-1,-1,-1
redfox,1,1,1
coyote; anthro,2,0,1
germanshepherd; anthro; feral,-2,-2,-2
otherdog,-1,0,1
dragon,-2,0,1
wolf; redfox,0,0,0
otherbird,0,1,1
lizard,-2,-1,-1
redfox; rabbit,-1,-1,-1
redfox; anthro,-1,0,1
wolf,2,1,0
redfox; anthro,0,-1,-2
othermarsupial; other,0,0,-1
arcticfox,-2,-2,-1
kitsune; anthro,0,0,0
redfox; otherdog,0,-1,-2
bat,-1,1,-1
panther,0,-1,1
othercanine; polymorphic,0,-1,0
anthro; other,-1,-1,-1
kitsune,-1,0,1
wolf; bat; anthro; feral,-2,1,0
rabbit; anthro,0,0,-1
raccoon,-1,-1,-1
lion,0,0,-1
hyaena,0,1,0
wolf; husky,1,0,-2
redfox; kitsune,-1,0,1
redfox; feral,-2,0,1
dragon,-1,0,0
lion,-1,-1,0
redfox,1,0,0
wolf,-1,-1,-1
greyfox; anthro,0,0,0
redfox,1,-1,-1
otherdog,1,1,1
domesticcat,-2,-1,0
domesticcat; other,0,1,-1
raccoon; anthro,0,0,0
domesticcat,0,0,0
panther; otherfeline; polymorphic,-1,0,-2
wolf; husky,0,0,1
jackal; otherfeline,0,0,-1
grizzlybear; anthro,-2,1,0
hyaena; anthro,2,1,0
otherfox,0,2,1
riverotter,1,0,1
other,1,0,-1
germanshepherd,-2,-2,-2
other,-1,0,1
greyfox; squirrel; otherbird,1,-1,-2
raccoon; anthro,0,0,-2
domesticcat,0,0,1
redfox; raccoon,-2,-2,-1
dragon,0,0,-1
otherdog,1,-1,-2
othermarsupial; anthro; other,-2,1,0
snowleopard,-2,0,1
jackal; taur; anthro,0,1,2
wolf; husky; anthro; feral,-2,-1,0
snowleopard; domesticcat,0,1,2
wolf,1,0,-1
wolf,-2,-1,-1
deer; taur; anthro; other,2,1,-2
lion,-1,0,-2
wolf; arcticfox; anthro,-1,0,1
othercanine,-2,-1,-1
coyote,-1,0,-1
wolf; feral,-2,-2,-1
raptor,-1,0,0
lion,1,0,-1
dragon,0,0,-1
horse; raven; anthro,1,-1,-2
wolf,-2,-1,-1
brownbear,0,1,0
other,-1,-1,0
horse; anthro,1,0,2
otherbird; anthro,-2,-2,0
tiger; anthro,-1,-1,-1
redfox,-1,-2,-1
wolf; otherfox,-1,-1,-1
wolf,-1,0,1
domesticcat,0,0,1
tiger; dragon,2,1,0
lion; anthro,-1,-1,-1
husky; anthro,0,0,-1
redfox,-2,1,2
anthro; feral; polymorphic,-2,-1,-1
deer,0,0,1
otherfeline,-1,1,1
wolf,-2,-1,-1
arcticfox,2,2,1
raven; raptor; anthro; polymorphic,0,-1,-1
otherfox; deer; anthro; feral,-1,-2,-2
tiger,0,0,1
cheetah,-1,-1,0
wolf; dragon,0,0,0
fennec,-1,-2,1
otherdog,-1,-1,0
othermusteloid; anthro; other,-2,-1,-2
wolf,-1,0,2
coyote,-1,0,0
horse; polymorphic,-1,0,0
deer; rabbit; anthro,2,1,-1
redfox,-1,-1,-2
rabbit,-2,-2,0
redfox; anthro,1,0,-1
domesticcat,-2,1,0
redpanda; anthro,1,-1,0
other,-2,-1,1
squirrel,-1,-1,0
husky; rabbit,-2,-1,-1
redfox; kitsune; fennec; otherdog; snowleopard; domesticcat; dragon; redpanda; deer; lemur; feral,0,0,-1
bat,-1,-1,0
redpanda,0,0,2
domesticcat,-2,-2,0
redfox,0,-1,0
otherfeline; otherbird; griffin,1,0,0
wolf; coyote,0,0,0
othercanine,1,0,-1
otherdog,1,1,2
otherdog; anthro; other,-1,-1,-1
anthro; polymorphic; other,-1,-1,-2
riverotter,-1,1,1
raccoon,0,0,2
otherfox,-1,1,2
greyfox; anthro,1,0,-1
raptor,-2,-2,-2
deer; polymorphic,0,-1,-1
dragon,0,-2,-1
coyote,-1,0,1
wolf; otherdog; anthro; feral,-2,-1,-1
otherfeline,-1,-1,-1
wolf; anthro,1,1,1
redfox,-2,-2,-2
redfox; pandabear,,0,1
cheetah,-1,-1,-2
dragon; feral,0,-1,0
dragon,-2,-2,-1
bat,-2,-2,-2
otherbird,-2,0,-1
redfox,-2,-1,1
otherfox,-1,0,-1
kitsune; fennec,1,-1,-1
domesticcat; anthro,0,0,0
snowleopard,-2,-1,-1
othercanine; anthro; feral,-2,-1,-2
wolf,-1,1,0
wolf,1,0,2
arcticfox,1,-1,-1
redfox,-1,0,0
othermustelid,-1,-1,0
wolf; redfox; kitsune; anthro; polymorphic,-1,-2,0
feral; other,0,0,0
wolf,-1,-2,0
greyfox,1,0,-1
otherfeline; redpanda; anthro,0,-1,-1
lizard; anthro,-1,0,1
germanshepherd,-2,-1,0
cheetah; anthro,1,0,-2
domesticcat,0,0,-2
dragon; anthro; feral,-2,0,-1
jackal; anthro,-1,1,1
otherfeline; other,-1,1,0
otherdog; dragon,0,-2,0
otherdog; anthro; feral,2,-2,0
cheetah,-1,1,0
coyote,-2,-2,0
wolf,0,1,-1
redfox; othercanine; kangaroo; hyaena; anthro,-2,-1,-1
wolf; redfox; greyfox; arcticfox; otherfox; coyote; otherdog; othercanine; cheetah,0,-1,1
riverotter,1,-1,0
redfox,-1,0,1
snowleopard; otherfeline; anthro,0,0,0
lizard; anthro,0,-1,1
wolf,-1,0,-1
horse; feral,-1,-1,-2
redfox,-2,-1,-1
domesticcat,-2,-1,1
wolf; redfox,0,0,0
domesticcat; anthro,0,0,-1
domesticcat,-2,-2,-1
domesticcat,-2,-1,0
domesticcat; dragon; bat,0,0,0
squirrel; feral,-1,-2,-2
snowleopard; dragon; anthro; feral,-2,0,-1
redfox,0,0,1
cougar; domesticcat,-1,-1,0
wolf; anthro,-1,0,1
redfox,0,-1,1
redfox; anthro,0,1,1
dragon; anthro,2,2,2
domesticcat,2,2,2
dragon,-2,0,-1
horse; anthro,-1,1,1
wolf; othercanine; otherfeline; feral,-2,-2,1
lion; leopard; panther; cheetah; cougar; domesticcat; otherfeline,-1,0,1
deer; rabbit,-2,0,1
wolf; griffin,-1,0,1
lion; anthro,-1,0,1
arcticfox; anthro,,0,-1
otherfox; anthro,-1,0,-1
fennec,-1,-1,-2
wolf; horse; anthro,-1,0,1
coyote,-1,1,1
redfox,-1,0,0
germanshepherd,1,1,1
redfox; anthro,0,0,0
wolf; anthro; feral,-1,-2,0
rabbit,1,-1,0
panther,-1,-1,-1
dragon,0,-1,-1
redfox,0,1,2
wolf; riverotter,-2,0,0
redfox; fennec; redpanda; deer,-1,1,-1
otherfox; dragon; anthro; feral,-2,-1,0
,-1,-1,-2
domesticcat,0,0,0
anthro; feral; other,-2,-2,-2
wolf; redfox; greyfox; arcticfox; kitsune; fennec; otherfox; coyote; jackal; germanshepherd; husky; collie; otherdog; othercanine; hyaena; anthro,0,0,1
dragon,0,1,0
dragon,1,0,0
anthro; other,-1,-2,0
wolf; otherdog,-1,0,0
domesticcat,-1,-2,-1
other,-2,-1,-1
kitsune,0,-1,-2
rabbit,1,0,1
bat,-1,-1,-2
kitsune,-2,-1,0
dragon; feral,-2,-1,0
wolf; arcticfox; anthro; other,0,0,-1
dragon,-1,-1,0
wolf,0,0,0
redfox; arcticfox; husky; anthro; feral; other,-1,-1,-1
wolf,-1,0,-1
dragon; anthro; feral,-1,-2,-2
domesticcat,-1,-2,-2
redfox,0,-2,-1
wolf; anthro,-1,-1,-2
otherfeline; other,-2,0,-1
germanshepherd,-2,-1,-1
wolf; anthro; other,-1,0,0
husky; anthro,0,-1,1
wolf,-1,-1,-2
wolf; anthro,0,-1,-2
otherfox,-1,0,1
otherdog,-2,0,0
riverotter; anthro; feral,-2,2,0
redfox,-1,-2,0
wolf; husky; othercanine; anthro; other,-1,1,0
dragon; anthro,1,0,1
raven,1,0,0
wolf; redfox,1,0,1
dragon,1,0,-1
dragon; feral,0,-1,-1
otherdog; dragon,-2,-2,-1
dragon,-2,1,-2
dragon,1,0,1
dragon; feral,1,0,-1
dragon; anthro,-1,1,0
dragon; other,-2,1,0
dragon,1,1,2
otherbear; anthro; other,-2,1,0
arcticfox,-2,0,0
wolf; hyaena,1,-1,-1
othercanine,-2,-1,-1
tiger,-1,-1,-2
dragon; other,-1,-2,-2
dragon; other,-2,-1,0
dragon,2,1,1
redfox,0,0,0
coyote; anthro,0,0,0
redpanda; anthro,-1,2,1
otherdog; anthro,0,0,0
wolf; otherfox; anthro,0,0,-1
otherfox,-1,0,0
lion; anthro,-1,0,-2
tiger; anthro; feral,1,0,-1
other,-1,-2,1
otherfox; tiger; domesticcat; dragon; anthro,-1,-1,1
lion,1,1,1
weasel; othermustelid,-1,-1,0
lizard; horse; feral; other,2,1,1
wolf,1,0,0
snowleopard; otherfeline; anthro,1,,-1
snowleopard,0,0,1
jackal; other,0,-1,-1
fennec; riverotter; anthro,-1,1,1
otherdog,-1,-1,0
deer,0,0,0
redfox; anthro,-1,2,1
,-2,0,-2
snowleopard,-1,-1,0
otherfox,-2,-2,-2
wolf; anthro,-1,-1,2
otherreptile; other,2,0,1
wolf,-2,-1,1
greyfox,-1,0,0
arcticfox,1,-1,1
wolf; anthro,-1,0,1
redfox,0,0,0
redfox; arcticfox; otherfox; anthro; other,0,-2,-2
badger; othermustelid,0,1,-2
redfox; anthro,0,-1,-1
snowleopard,1,0,2
domesticcat,1,2,2
rabbit,-2,-2,2
other,0,0,1
otherbear,0,-1,-1
kitsune; polymorphic,-2,-1,-1
othermarsupial,-1,-1,-2
wolf; anthro,0,0,0
coyote,-1,0,-1
wolf; otherfox; otherdog; anthro,-2,0,-1
anthro; other,0,0,-2
wolf; arcticfox; husky; panther; dragon; bat; anthro,2,2,-2
,0,0,1
wolf; anthro,0,0,0
deer,0,1,1
greyfox; husky; polymorphic,-1,0,-1
husky; anthro,1,0,-1
otherdog,-1,-1,-2
coyote; raptor,-1,-2,0
otherfox; anthro; feral,-1,0,2
fennec; raccoon,-2,-1,0
hyaena; anthro,-1,1,-2
wolf,0,0,0
othercanine; anthro,-2,-1,-1
anthro; polymorphic; other,0,-1,1
otherfeline; other,-1,1,2
redfox; anthro; feral,0,0,0
rabbit,-1,-2,-1
hyaena,0,0,1
otherdog,0,0,0
wolf,-2,0,0
othermustelid; anthro; feral,-1,-1,0
domesticcat; anthro,-1,-1,0
polarbear,0,0,2
rabbit,0,1,0
redfox; anthro,0,0,0
riverotter; seaotter,0,2,2
tiger,0,0,0
tiger,0,0,0
germanshepherd,0,-1,-2
othermustelid,2,0,1
wolf,0,-1,1
