Species,Sexual dominance,Romantic dominance,Social dominance
rabbit,-1,-1,-1
dragon,0,1,0
kitsune,0,0,-2
tiger; lion,-1,1,-2
greyfox,0,0,0
husky,-1,0,1
coyote,-1,-1,1
wolf,-2,-1,0
other,-2,-2,-2
raccoon,0,-1,0
domesticcat; dragon,0,0,1
otherdog,0,-2,-2
,-1,-1,-1
wolf; snowleopard; dragon; riverotter; redpanda; raven; kangaroo,-1,-2,-1
wolf; otherfox,-1,-1,1
othercanine,-1,1,0
dragon,-2,-1,0
other,2,1,1
hyaena,-2,-1,0
wolf; otherfox,-2,-1,-2
other,1,1,0
,-2,-2,-2
redfox,-1,-2,-2
tiger,-1,0,1
otherfox,1,1,0
other,2,-1,0
husky,-2,-1,1
wolf,1,0,1
otherfox; otherfeline,-1,0,1
dragon,-2,-1,0
coyote,-1,1,2
cheetah,2,2,1
other,-1,-1,0
wolf,-2,0,0
,1,0,
lion; otherungulate; other,0,1,1
fennec,0,1,1
redfox,2,-1,0
otherfox,-1,0,-2
othercanine; pandabear,2,0,0
wolf,0,0,-1
wolf; other,-2,-1,1
domesticcat,-1,-1,-1
dragon; other,1,0,0
horse,-1,0,1
rabbit,-2,-2,-1
wolf,-2,-1,-1
germanshepherd; husky,1,2,1
wolf,0,-1,0
domesticcat,-1,0,-1
kitsune,-1,-1,-1
fennec; dragon,-2,-2,-1
lion; dragon,1,0,0
husky; skunk,-1,-1,0
hyaena,1,1,1
other,2,0,2
germanshepherd,-1,1,1
otherfox,-1,-1,-1
dragon,0,0,1
wolf,-2,0,-1
tiger,1,1,0
jackal,1,0,-1
husky; othercanine,-2,-2,-1
other,0,0,1
wolf; domesticcat; weasel,1,1,0
leopard,0,0,0
wolf,2,1,0
wolf; otherdog,-1,2,-1
otherfox; otherungulate,-1,-2,0
redfox; deer,-1,-2,0
redfox,-1,-1,-1
coyote,-2,-1,1
wolf; tiger,0,0,0
wolf; husky,-2,-1,0
wolf,0,-2,2
wolf; otherfox; jackal,-1,-1,-1
wolf,-1,-1,-2
othercanine,2,2,0
wolf; dragon; lizard; dinosaur; otherreptile; hyaena,1,0,2
dragon,0,1,-1
greyfox; otherfox; riverotter; seaotter,1,1,2
other,-2,-2,-2
wolf; husky,-2,0,-1
grizzlybear,1,1,1
bat; other,-1,0,1
husky; domesticcat,1,-1,0
otherdog; other,-2,-2,1
wolf; greyfox,0,-1,0
riverotter,0,0,1
othermustelid,-2,-1,0
jackal,-1,0,-1
otherdog; raven,0,1,-1
riverotter; other,-1,1,1
,1,1,1
dragon,0,0,-1
tiger,-1,-1,0
otherdog,2,2,2
badger,1,0,0
arcticfox,-1,-2,1
wolf,0,0,0
bat,-1,1,-1
domesticcat,0,1,-2
raven,0,1,1
redfox,1,1,1
otherfeline; dragon,0,1,1
fennec,2,-1,-2
wolf; other,2,2,1
rabbit,-2,-1,2
deer,-1,1,0
other,0,1,0
dragon,1,1,0
other,1,0,0
husky,-1,0,-2
dragon,0,0,0
other,1,0,0
wolf,-2,-1,2
germanshepherd,0,0,0
dragon,-1,1,0
othercanine; other,1,1,0
redfox; greyfox; arcticfox; fennec; otherfox; raven; raptor; otherbird; other,0,0,0
otherdog,0,0,0
wolf,-1,2,-1
otherfox; domesticcat; otherfeline,-1,0,0
domesticcat,1,-1,0
wolf,2,2,1
otherfox,1,2,-2
otherfox,-2,-1,1
other,0,0,0
otherfeline,-2,1,1
horse,0,1,1
otherdog,-1,0,1
deer,-2,-1,-2
redfox,-1,0,0
germanshepherd,-2,-2,-2
hyaena,-2,-1,-1
wolf,1,2,0
wolf,-1,0,0
wolf,-1,0,-2
grizzlybear,1,1,-1
raccoon,1,0,1
coyote,2,1,1
otherbird,0,0,0
domesticcat,-1,-1,2
germanshepherd,-1,0,1
othercanine,-1,0,-2
riverotter; rabbit; hyaena,-2,2,2
othermustelid; other,1,1,0
otherreptile; weasel,-1,-2,1
wolf; other,1,1,-1
raccoon,-2,-2,0
raccoon,-1,0,0
snowleopard,-2,-2,-2
husky; horse,-1,0,1
wolf; riverotter,0,0,0
redfox,-2,-2,0
other,0,1,2
wolf,1,0,0
redfox,0,0,0
leopard; otherfeline,-2,-1,-1
greyfox; otherfox,1,0,0
husky; redpanda,0,1,2
wolf; dragon,-1,0,1
wolf; redfox; coyote; jackal,-1,1,1
wolf,2,1,0
wolf,0,0,0
otherfox,-2,-2,-1
domesticcat,1,1,-2
redfox,0,0,0
rabbit,-1,-2,2
other,-2,-1,-1
tiger,1,1,1
rabbit,-2,-1,-1
snowleopard,0,0,-1
other,0,-1,-1
wolf,-1,0,0
otherdog,-2,-2,-1
,-1,0,-1
wolf; husky; otherdog; othercanine,1,0,-1
tiger; raccoon,1,0,2
lion,-2,-1,-1
other,1,0,-1
fennec; otherfeline,1,1,0
wolf; dragon,-2,-2,-2
,-2,0,-1
leopard; panther,0,0,0
redfox,-1,-2,-2
otherbird; other,-1,1,1
otherbird,2,2,2
fennec,1,0,1
redfox; raccoon; rabbit; other,0,0,0
tiger,-2,1,0
rabbit,1,1,-1
redfox; othercanine,0,2,0
kangaroo,0,1,1
otherdog; othercanine,2,-1,-1
wolf; arcticfox; dragon; other,-1,-2,0
wolf,1,1,0
redfox; greyfox,-2,-2,-2
wolf; domesticcat; other,-1,0,1
husky,1,2,0
redfox,-2,0,-1
wolf,1,0,0
wolf,0,0,0
wolf,1,2,0
wolf; dragon,-2,-1,-2
wolf,-2,0,1
domesticcat,0,0,-1
wolf,-1,0,0
wolf,-2,-1,-1
wolf; skunk,-1,1,1
wolf,1,0,1
dragon,2,0,-1
wolf,-1,0,0
dragon,1,2,0
wolf; other,1,0,0
otherungulate,0,0,0
rabbit,-1,0,-1
wolf,0,1,1
tiger,2,2,0
dragon,-1,-1,2
other,-2,1,2
germanshepherd; husky,-2,-1,0
polarbear,2,1,1
domesticcat,0,0,0
wolf,-2,-2,0
riverotter,-2,-1,-1
other,0,-1,0
domesticcat,0,1,1
germanshepherd; husky,2,1,1
other,-1,-1,1
wolf; dragon,0,0,-1
lion,,-2,-2
wolf,-1,0,2
arcticfox; jackal; panther; cougar; dragon; otherreptile; riverotter; redpanda; horse; raptor; rabbit; kangaroo; monkey; hyaena; griffin; other,2,2,2
germanshepherd; otherdog,2,2,2
husky,-2,-1,2
coyote; germanshepherd,0,1,1
tiger,-2,-2,-1
otherdog; otherfeline,,,1
jackal,0,0,2
greyfox,-1,-1,1
wolf; tiger,0,1,0
domesticcat; otherfeline,0,-2,1
domesticcat,-1,-2,0
wolf,1,2,0
kitsune; otherfox,1,0,1
otherfeline,-2,1,0
otherfeline,0,0,2
domesticcat,1,0,1
otherfox,0,0,0
wolf; husky,-2,0,1
wolf; dragon,2,0,-1
raccoon,-1,2,1
wolf,1,1,1
domesticcat,1,0,0
tiger,-2,-1,0
wolf,-1,0,0
dragon; lizard,-1,0,-1
domesticcat,-2,0,-2
cheetah; deer; other; hyaena,1,2,-1
wolf,1,0,
kitsune; otherfox; husky; tiger; riverotter; brownbear,1,2,0
redfox,-1,0,-2
other,-1,0,-2
germanshepherd,0,1,-1
otherbear,-2,-2,-2
otherdog; hyaena,1,1,2
otherdog,1,1,0
other,0,0,0
dinosaur,0,-1,0
wolf; redfox; germanshepherd,0,-2,0
redfox,1,2,1
greyfox; other,0,-2,2
wolf,-2,0,0
hyaena; other,1,0,1
wolf; tiger,2,0,0
othermustelid,-1,0,0
polarbear,1,2,0
otherdog,1,0,-1
dragon; otherungulate; otherbear; other,-1,1,1
other,0,0,1
dragon,0,0,1
wolf; husky,-2,-1,0
lion; horse; grizzlybear,1,1,0
wolf,2,1,1
rabbit,1,1,0
horse,-1,0,-2
domesticcat; other,0,0,0
wolf,-1,-1,0
wolf; husky,0,0,0
wolf; other,1,1,0
otherfox,-1,-1,0
wolf; dragon,-1,0,0
otherdog,1,0,1
redfox,-1,-2,0
otherfeline,1,1,0
redfox; otherdog,1,1,-1
otherfeline; other,-1,-1,0
wolf,-2,-2,-2
kitsune; other,0,0,0
redfox,1,-1,0
otherbear,0,0,1
wolf,2,2,0
snowleopard,-1,1,1
wolf,-1,0,0
fennec; coyote,1,1,0
kitsune,2,1,0
arcticfox; otherfox,2,-2,0
wolf; arcticfox,-1,0,0
domesticcat,-2,-2,0
wolf; arcticfox,-1,0,-2
other,1,0,0
kangaroo; other,0,0,1
rabbit,-2,-1,0
kitsune,-1,0,2
wolf; dragon; pandabear; other,0,-1,0
othercanine,2,0,-1
dragon; other,1,2,1
husky,-1,-1,-1
husky,,-1,0
other,2,2,1
dragon,-1,-1,-1
dragon,0,-1,2
germanshepherd; husky; otherdog,1,2,2
other,2,1,1
tiger,0,0,0
dragon,-1,1,2
dragon,-2,-2,-2
domesticcat,-2,-1,0
coyote,0,1,2
redfox; dragon,0,0,0
dragon,1,1,2
husky,-1,-1,-1
wolf,-2,-1,0
redfox; arcticfox,1,0,1
raccoon,-1,0,1
snowleopard; raptor,1,-1,1
fennec,0,0,-1
raccoon,-1,0,0
wolf,-2,0,-1
wolf; dragon,-2,2,1
greyfox; husky; domesticcat; raptor,-1,-1,-1
lion,-2,0,-1
wolf; lizard,-2,-1,0
jackal,0,0,0
otherbird,0,0,-2
wolf,-1,-1,0
redfox; other,-2,-2,-2
other,-2,-1,-1
other,0,0,-1
cheetah,-2,-1,1
other,-2,-2,-2
lizard; otherreptile; other,-1,-2,0
other,0,1,0
domesticcat,-2,-2,0
lion,1,-1,-1
otherdog; other,1,0,-1
dragon; othermarsupial; other,-2,-1,0
wolf; deer,-2,-1,0
otherungulate,0,-1,1
wolf,1,1,1
wolf; fennec,1,1,0
wolf,1,0,0
wolf; otherdog,1,0,1
othercanine; other,0,0,0
cheetah; otherfeline,-1,0,-2
redfox; otherbird,-1,-1,-1
husky,0,0,1
grizzlybear; otherbear,1,-1,-2
husky,1,0,-1
wolf,0,0,-1
fennec,-2,-2,-2
snowleopard; otherfeline,0,-2,-2
skunk,1,1,-2
otherdog,-1,-1,-1
other,-1,0,-2
fennec,-1,-2,1
wolf,0,0,-1
otherdog; other,-1,1,2
other,0,0,0
redfox; raccoon,0,0,-1
otherdog,1,-1,-1
redfox,1,1,1
dragon,0,0,0
griffin,1,0,0
kitsune,1,0,-1
panther,-2,0,-1
wolf,-1,1,2
other,0,-1,0
dragon,-1,1,-1
otherdog; lion; dragon,0,1,-1
wolf,0,0,0
wolf; husky,-2,-1,0
wolf,0,0,-1
othercanine,0,-2,-2
lemur,-1,-2,1
domesticcat,0,1,-2
wolf,2,0,1
wolf; dragon; other,0,1,1
,0,-1,0
wolf,-2,0,0
arcticfox,-2,-1,-2
wolf,1,1,0
lion; leopard; dragon,-1,0,1
wolf; otherungulate; other,2,2,-2
otherungulate; brownbear,0,0,0
wolf,0,1,-2
wolf; redfox; fennec,1,2,0
otherfox; otherfeline; other,-1,-1,0
snowleopard,0,-1,-2
wolf,0,0,-1
tiger,-1,-1,0
wolf; dragon,-1,0,1
jackal,0,0,0
domesticcat,-2,-2,1
otherdog; other,-1,0,-2
otherdog,1,1,-1
wolf; lion,-2,-2,0
hyaena,2,2,2
domesticcat,1,0,0
redfox; kitsune,-2,0,-1
other,2,1,0
fennec,-2,-1,-1
domesticcat,-1,0,2
other,-1,-2,-2
mouse; rat; other,0,-1,0
wolf,0,-1,-2
wolf; other,-1,-1,0
wolf; redfox,1,0,-2
otherdog,-1,-2,-2
otherfeline; otherreptile,0,0,1
coyote; tiger,-1,-1,0
dragon,-1,0,0
wolf,1,0,0
otherfox; dragon,-1,-1,-2
otherdog; othercanine,0,0,0
dragon,2,2,2
husky,-2,0,1
wolf; dragon,1,1,1
kitsune; squirrel; bat,-1,1,0
wolf; husky,-1,0,-2
wolf,-1,0,0
wolf; husky,-1,0,0
other,-1,-1,-2
domesticcat,1,0,-2
mouse,0,0,0
pandabear,1,1,-2
germanshepherd; husky,2,1,1
other,1,0,-1
dragon,0,0,0
fennec,0,-1,0
kangaroo,0,0,0
redfox; othercanine,-1,1,0
redfox; otherfox,-1,1,1
redfox,0,0,1
wolf,0,0,0
wolf; otherdog,-1,2,-2
dragon,1,0,1
dragon,0,0,0
otherdog,-1,0,1
otherfeline; dragon,-1,-2,1
redfox,-2,-2,2
redfox,1,-1,-1
raptor,-2,-1,-1
kitsune; otherfox,-2,-1,0
snowleopard,1,2,-2
greyfox,2,-1,-1
wolf; othercanine,-1,-1,-1
wolf,0,0,0
wolf,2,1,2
wolf,1,1,0
dragon,-1,0,0
kitsune; otherfox; otherdog,-1,-1,-2
wolf,-1,0,0
wolf,-1,-1,1
panther,-2,2,2
leopard; panther; otherfeline,0,0,1
wolf; other,-2,-2,2
redfox; kitsune,0,-1,-2
rabbit,-1,-1,-1
otherdog,-2,-2,0
wolf,-2,-2,-2
arcticfox; domesticcat,-2,0,0
redfox; otherfox,1,1,-1
snowleopard; othermustelid,-1,0,1
otherfeline,-2,0,0
otherfeline,0,0,1
tiger,1,1,0
riverotter,1,0,1
domesticcat,-2,-1,-2
husky,0,1,2
other,-1,-1,-1
othercanine; other,0,1,-1
tiger; riverotter,1,-2,1
lion,0,0,-1
grizzlybear; hyaena,0,1,1
fennec,-2,1,0
dragon,-2,-1,-1
wolf; husky; tiger; lion; snowleopard; otherbird,-1,-2,0
cheetah,1,0,-1
greyfox,0,0,0
snowleopard,-2,0,0
skunk,-2,-1,-1
dragon,0,-1,0
husky,-1,-1,-1
redfox,1,0,0
dragon,0,0,0
fennec,-1,-1,0
other,0,1,1
wolf; fennec; otherfox,0,-1,-1
otherdog,-1,0,1
deer,0,1,0
redfox,-2,-1,2
cougar,0,-1,-2
dragon,-1,-2,0
dragon,2,1,0
skunk,-1,1,1
wolf,0,0,1
wolf; husky,1,2,0
rabbit,-2,-2,-2
jackal,-2,2,-1
wolf,2,1,0
otherdog; other,-2,-2,-1
dragon,1,2,1
horse,-1,0,0
otherfeline,2,2,1
jackal,0,1,0
coyote,0,0,-1
wolf; redfox,-1,-1,-1
kangaroo,1,1,1
coyote,-2,-1,1
raccoon,-2,0,-1
raven,-1,0,2
leopard,-1,-1,0
dragon; other,-2,0,-1
redfox,0,0,-1
lion,-1,0,0
redfox,-2,-2,-2
lion,-2,-1,-1
bat,-1,0,1
redfox,0,0,0
redfox; kitsune,1,-2,-1
otherbird,-1,0,1
seaotter,-1,-1,0
dragon; dinosaur,0,0,1
otherdog; other,-2,-2,-1
wolf,0,0,0
wolf; raccoon,-1,-1,-1
raptor,1,0,1
othercanine,1,1,0
otherfeline; otherungulate,-2,0,0
dragon; otherungulate,0,-1,1
arcticfox,-2,0,1
skunk,-1,0,-1
dragon,1,0,0
redfox,1,1,0
otherdog,1,1,-1
husky,-1,-1,0
dragon,2,1,-1
otherfeline,-1,0,0
domesticcat,1,2,0
otherfox,0,0,
raccoon,1,-1,1
husky,-1,1,1
arcticfox; dragon,-1,-1,0
other,1,0,0
wolf,-2,1,-2
riverotter,-1,-1,1
othercanine; panther,0,1,-2
other,1,0,1
bat,-2,-1,
raccoon,1,0,1
dragon,2,1,0
seaotter,-2,-1,1
jackal,0,-1,2
dragon,1,0,-2
other,-1,-2,-1
coyote,1,1,0
domesticcat,1,1,-1
wolf; husky; other,-2,-1,-1
germanshepherd,1,0,-1
dragon,0,0,0
raven,-1,1,0
wolf,0,0,2
otherbird,0,0,-1
domesticcat,-2,-2,-1
domesticcat,0,0,-1
other,-1,-1,1
skunk,-2,0,-1
wolf; dragon,-2,-2,-1
wolf; husky,-2,-1,-2
wolf,-2,-1,-1
husky,-2,-1,0
jackal,0,-1,0
germanshepherd,-2,-1,-2
monkey,-1,0,0
otherreptile; other,-1,-1,0
domesticcat; rabbit,0,0,2
jackal; other,-1,-1,-1
wolf,-2,0,0
horse,0,0,0
domesticcat,1,1,-2
lion; otherfeline,0,1,1
hyaena,0,0,-1
horse,,,-2
jackal; other,1,0,0
wolf,-1,-1,-1
grizzlybear,1,-2,-2
wolf; redfox; kitsune; fennec; coyote,0,0,1
wolf; fennec; husky,-1,0,-2
othermustelid,1,0,-1
husky,-1,0,1
other,-1,0,-2
snowleopard,-2,2,0
wolf; otherfeline,1,0,1
kitsune; otherfox,0,-1,0
domesticcat,0,0,0
rabbit,0,0,0
wolf,1,1,0
badger,0,0,0
otherfeline; rabbit,-1,2,1
wolf; redfox,-1,-1,0
wolf,-2,-2,2
domesticcat,0,0,0
otherfox; husky,-2,0,0
kitsune,-1,0,-1
othercanine; other,0,1,2
other,0,1,2
horse; otherungulate; other,1,1,2
dragon,-2,1,2
kitsune,1,-1,0
otherfox; domesticcat,0,0,0
other,0,-1,0
coyote,-2,-1,0
redfox,1,1,0
wolf; husky,-1,0,0
snowleopard; otherfeline,-1,0,-2
wolf,0,1,-2
horse; deer,1,0,0
mouse,-1,1,1
wolf; domesticcat,1,1,-1
domesticcat,-1,1,2
other,-1,1,2
lizard,-2,-1,0
raccoon,-1,1,1
wolf,-2,2,1
othercanine,1,0,-1
redfox,-1,-1,-2
domesticcat; otherfeline; other,-1,0,-1
raccoon,2,1,1
riverotter; weasel,-1,-1,-1
wolf; coyote,-1,-1,-1
leopard; dragon,1,-1,0
husky,-1,0,-1
redfox,-2,-2,-2
wolf; germanshepherd; husky,-1,1,-2
redfox,-1,-2,-1
redfox,-2,-1,-1
other,-1,-2,-1
wolf; redfox,-1,-1,0
panther,-2,-1,-1
jackal,1,1,1
other,-2,-2,-1
wolf,1,1,0
horse,-1,-1,0
horse,-1,-2,1
other,-1,0,1
domesticcat; dragon,-1,0,-2
otherdog,0,0,0
othercanine; dragon,0,0,
,-2,-2,1
kitsune; raven,-2,1,2
dragon,1,-1,-1
tiger,-2,-2,-1
wolf; domesticcat; otherbird,-1,0,-1
wolf; husky,-2,0,0
redfox,0,0,0
redfox; snowleopard,1,0,0
redfox,0,0,-2
redfox,0,0,-1
cheetah,-1,-1,-1
coyote,0,0,0
husky,-2,0,1
greyfox,-1,0,0
domesticcat,2,2,1
redfox,-1,1,0
greyfox; fennec; coyote; jackal; deer,1,1,2
coyote; husky,1,1,2
domesticcat; bat,0,0,-1
,2,1,-1
redpanda,0,0,1
wolf,-1,0,-1
othercanine,-2,-2,-2
redfox,0,-1,0
wolf; dragon,0,1,-1
squirrel,1,1,0
rabbit,0,0,0
cheetah,-1,0,1
otherdog; other,-2,-1,0
wolf; redfox; greyfox; arcticfox; kitsune; otherfox; coyote; jackal; germanshepherd; husky; collie; otherdog; othercanine; raccoon; hyaena,0,-1,-1
wolf; otherdog,-1,-2,-2
otherbird,0,0,0
collie,-1,0,-1
wolf; otherfox,-2,-2,0
wolf,0,0,0
wolf; arcticfox,0,-1,0
otherfeline,-2,-1,1
wolf,-1,1,2
wolf,0,1,-1
other,-1,-2,-2
otherdog; domesticcat,-2,-1,-2
wolf; germanshepherd,0,0,0
dragon; lizard,-2,-1,0
wolf,-2,-2,0
wolf,-2,-1,-2
,-1,0,0
wolf,0,0,-2
lion,1,1,1
redfox; rabbit,-1,-2,-2
wolf; otherdog,0,1,-2
wolf,2,1,0
otherdog,-1,-1,-2
wolf; redfox; riverotter; otherbird,-1,-1,-1
wolf; fennec; husky,-1,-1,-1
redfox; kitsune,-2,-2,-1
wolf,-1,-1,-1
pandabear,1,2,1
otherungulate,-1,0,-1
riverotter,0,0,0
raptor,0,0,1
otherfox,1,-2,0
otherfox,0,0,0
wolf,1,1,0
hyaena,0,0,0
other,0,-1,-1
other,0,2,2
dragon,-1,0,2
other,-1,-1,0
redfox,1,-1,0
kitsune,-2,-1,0
dragon; lizard,0,0,0
wolf; redfox,-1,0,0
redfox,0,1,2
leopard,1,0,0
wolf,1,1,0
dragon,0,-2,-1
riverotter,0,0,0
redfox,-1,0,-2
wolf,0,1,0
husky,-1,0,0
otherfeline,0,0,1
raven,-2,0,2
deer,-2,0,2
wolf; collie,1,0,-1
dragon,-1,0,-1
fennec; bat,1,0,-2
wolf; husky,-1,-1,0
redfox,-2,-2,2
dragon,-1,-1,0
other,2,1,-1
domesticcat; horse,2,1,-1
wolf; collie,0,-1,-1
redfox; other,0,0,0
leopard; snowleopard; cheetah,0,1,0
lizard,-1,0,-1
redfox,1,1,-1
rabbit; other,,0,0
snowleopard,1,1,-1
pandabear,-1,0,-1
germanshepherd,1,0,-1
germanshepherd; dragon,-1,-1,-1
wolf,0,0,1
dragon; horse; otherungulate; brownbear; otherbird; other,-2,0,-1
domesticcat,0,0,0
other,-1,1,0
kitsune,1,-2,0
otherdog; othercanine; deer,0,0,0
other,-2,-2,-1
otherdog; hyaena,-1,0,-2
cheetah; otherbear,-2,-2,-2
other,0,1,1
riverotter,-2,-2,-2
wolf,-2,-2,0
other,2,1,1
husky,-1,0,0
cougar,-1,-1,-2
wolf,0,0,0
redfox,0,0,1
dragon,0,1,-1
wolf; husky,-1,-1,-1
dragon; redpanda,-1,-1,-2
fennec,-1,0,-1
wolf,0,1,-2
rabbit,-1,-2,-1
otherfox; otherdog,-2,-1,-1
otherdog,-1,0,0
other,0,0,-1
rat,2,2,2
husky,-1,0,-1
snowleopard,1,1,0
domesticcat; rabbit; other,2,2,2
greyfox,0,0,0
otherdog; other,-1,1,-1
wolf; kitsune; cougar; rabbit,0,0,1
wolf,0,-1,1
fennec,-2,0,1
domesticcat,-1,1,0
wolf; dragon,0,-1,-1
wolf,0,0,0
lizard,-2,-2,-2
redfox; otherfox,-1,0,-1
deer,0,0,0
otherfox,1,-1,0
other,-1,-1,1
wolf; raven,0,0,0
tiger,0,0,0
redfox,-2,1,-2
tiger,-1,1,1
raccoon,-1,0,-1
redfox,-1,0,0
wolf; rabbit,-1,0,-1
germanshepherd,-2,0,-1
wolf,-1,-1,0
domesticcat,-2,-2,-2
redfox; husky,1,0,0
dragon,2,0,0
redpanda,1,0,-1
redfox,-1,1,1
wolf; germanshepherd,0,0,0
redfox; otherfox,0,0,-2
seaotter,2,1,-1
mouse,-1,-1,0
lion,0,-1,2
lion,1,0,1
othermarsupial,-1,0,0
rabbit,1,-1,-1
other,0,0,-1
raccoon,-1,-2,-2
tiger; lion,-1,0,0
tiger,-2,-1,-1
rabbit,0,0,0
rabbit,-2,-2,-1
dragon,-1,-1,-1
wolf,-2,0,1
wolf; redfox; arcticfox; fennec; otherfox,-1,1,0
otherreptile,0,0,-1
wolf,-1,0,-2
otherfeline,0,0,0
dragon,0,0,-1
otherfox; germanshepherd,-2,-2,0
snowleopard; skunk,-2,-1,0
horse,-1,0,0
dragon; otherreptile; raven,0,0,0
bat,0,0,0
leopard,,,-1
other,0,-1,-1
wolf; germanshepherd,0,0,0
dragon,-1,-1,2
wolf; polarbear,-1,0,-1
wolf,0,-1,-1
dragon; otherreptile; other,0,-1,-1
otherfox,0,0,0
snowleopard,0,0,0
wolf; dragon,1,1,-1
redfox; greyfox,0,0,1
redfox,-1,0,0
domesticcat,-2,0,-1
domesticcat,0,0,0
redfox,0,0,-1
otherungulate,-1,-1,-1
dinosaur,,-1,0
cheetah,-1,-1,-1
otherdog,-2,-2,0
cougar,1,-1,-1
riverotter,0,-1,-1
dragon,-2,0,1
panther,1,0,-1
otherfox; other,0,1,-2
raccoon,-1,1,0
collie,-1,0,1
wolf,0,1,0
wolf; germanshepherd; husky; otherdog,0,0,-2
wolf,1,0,-1
rabbit,1,1,0
kitsune,1,2,1
wolf; otherfox,0,0,0
otherungulate; other,0,0,2
wolf,-2,0,-1
wolf,1,1,1
wolf; raccoon,-1,-1,0
otherfox,0,-1,0
domesticcat,0,0,0
snowleopard,1,1,0
redfox,-1,0,0
husky,0,-1,-1
snowleopard,1,-1,0
dragon,0,0,-1
,1,0,1
other,-1,-1,0
deer,-1,0,1
dragon,-1,-1,1
other,1,-1,-2
wolf,-2,0,1
dragon; lizard; dinosaur; otherreptile,-1,1,-2
redpanda,-1,0,-2
cheetah,2,1,1
otherprimate,1,0,1
redfox,-2,-1,0
wolf,2,1,
dragon,0,0,0
otherdog,-1,0,1
wolf,0,0,0
wolf,1,1,-1
domesticcat,-2,-2,-2
greyfox; other,0,-1,0
wolf,0,0,1
riverotter,-2,1,2
redfox,2,1,1
wolf; dragon,-2,-1,-1
othercanine,-1,-1,1
wolf,-1,0,-1
wolf; seaotter,-2,-2,2
redfox; dragon,-1,-2,-2
otherfeline,-1,1,1
wolf,-2,0,-2
wolf,2,-1,2
dragon; deer,-2,-2,-2
wolf,1,0,0
redpanda,0,-1,-2
wolf,0,0,1
domesticcat,-1,-1,-1
wolf,,,-2
othercanine; other,1,-1,-1
dragon; lizard; otherreptile,0,-1,-1
otherfox; otherfeline,0,-1,-1
lizard,-1,0,0
wolf,0,-2,-1
wolf,-2,0,-1
snowleopard; cheetah; domesticcat,-2,0,-2
otherfeline,-1,0,-1
otherdog,-1,0,-2
snowleopard; cougar,0,0,1
wolf; husky; dragon; horse; deer; otherungulate,-2,-2,-2
wolf; other,0,0,1
wolf,1,1,0
cougar; other,-1,0,1
snowleopard; dragon,-2,-2,-1
domesticcat,-2,0,2
redfox,-1,0,1
other,0,1,2
domesticcat,-2,0,-2
kitsune; otherfox,0,1,1
redfox; other,1,-1,-1
dragon,0,1,-1
redfox,-1,-1,1
redfox,-2,-1,0
dragon,1,0,-1
domesticcat,1,1,-1
wolf; dragon,0,0,0
dragon; lizard,-1,0,0
wolf,-1,0,-2
other,2,0,1
husky,-2,0,-1
wolf,-1,1,1
deer,-2,-2,1
mouse; rat; other,-1,0,-1
coyote,0,0,0
otherdog,-1,0,1
raccoon,-1,-1,-1
deer; other,-2,-2,0
otherfox; othercanine,-2,0,-1
griffin,-2,-1,1
jackal; other,0,0,0
germanshepherd; collie,0,1,0
wolf; dragon,-1,-1,-1
domesticcat; otherfeline,-1,-1,-1
kitsune; dragon,-1,1,0
wolf; otherfox,1,-1,-2
wolf; husky,-1,-1,-1
redfox; otherfeline,1,0,-1
wolf; dragon,-1,0,-2
dragon,0,0,0
otherfox,1,1,0
otherdog,1,0,1
wolf; husky; dragon; lizard; dinosaur; otherreptile; riverotter; seaotter,0,0,0
kitsune,1,1,1
wolf,0,-1,1
fennec,1,0,1
wolf,-1,-1,0
dragon,0,1,1
otherdog,-1,1,0
dragon,0,0,1
wolf; husky; collie; otherfeline; rabbit,0,-1,0
cheetah,0,-1,1
redfox,-1,0,1
wolf; germanshepherd,0,-2,-1
other,-1,-1,1
otherdog,1,0,1
other,0,0,0
cheetah,2,1,1
horse,-1,0,-1
wolf; redfox; greyfox; arcticfox; kitsune; fennec; otherfox; coyote; jackal; germanshepherd; husky; collie; otherdog; othercanine; tiger; lion; leopard; snowleopard; panther; cheetah; cougar; domesticcat; otherfeline; dragon; lizard; dinosaur; otherreptile; raccoon; skunk; badger; riverotter; seaotter; weasel; othermustelid; redpanda; othermusteloid; horse; deer; otherungulate; brownbear; grizzlybear; pandabear; polarbear; otherbear; mouse; rat; squirrel; other; raven; raptor; otherbird; rabbit; kangaroo; koala; othermarsupial; lemur; monkey; otherprimate; hyaena; bat; griffin; other,-2,2,2
dragon,-1,1,1
fennec,0,0,1
grizzlybear,0,-1,-2
domesticcat; otherfeline,0,0,0
seaotter,1,1,1
wolf,-2,-1,-1
kitsune; domesticcat,-1,1,-2
redfox,0,1,1
rabbit; kangaroo,2,2,2
wolf,,0,-1
other,1,-1,0
grizzlybear,0,0,0
redfox,0,-2,-2
otherfox; otherfeline; dragon; lizard,1,0,2
wolf,-2,-2,-1
wolf; dragon,-2,-1,1
dragon; otherreptile; other,1,-1,0
tiger,0,0,-1
greyfox,-1,1,0
snowleopard; panther,-2,-1,0
pandabear,-2,-2,-1
coyote,-1,0,-1
greyfox; otherfox,2,2,0
other,1,0,0
domesticcat,-1,0,-1
dragon; otherbird,2,2,-1
domesticcat,-2,-2,1
wolf,-1,1,
,0,-1,1
lizard,-2,-1,0
coyote,-1,1,0
