Species,Sexual dominance,Romantic dominance,Social dominance
kangaroo,1,2,2
riverotter,1,-1,0
arcticfox,1,-2,-2
collie,1,1,1
lizard,0,-1,1
brownbear,-2,2,-2
domesticcat,0,-1,-1
otherfeline,1,0,-1
badger; other,-1,0,1
otherbird,-1,-1,-1
domesticcat; otherfeline,0,1,0
otherdog,1,-1,1
wolf,-1,2,1
wolf; redfox,0,1,-1
redfox; otherfox,1,0,0
other,0,0,-1
dragon,-1,0,0
raven,-1,-1,1
domesticcat,0,-1,0
domesticcat,-2,-1,-2
snowleopard,1,0,0
otherfox,-1,-2,2
domesticcat,-1,-1,0
wolf,-2,-2,-2
raccoon,-2,-2,1
otherreptile; seaotter,-2,1,-1
otherdog,,0,1
otherfox,-1,-1,1
other,-1,0,1
cheetah,-1,0,1
dragon,1,1,2
raven,0,0,0
wolf,-1,1,1
wolf,0,1,1
other,0,1,0
redfox,,,0
wolf,1,2,-1
snowleopard; domesticcat; raccoon,-1,0,1
otherreptile,0,0,-1
lion,0,0,-1
hyaena,-1,0,-1
wolf; redfox; bat,1,0,-1
deer,1,0,-1
other,-1,-2,1
lion,2,0,0
other,0,0,0
wolf; redfox,-1,0,0
redfox,-1,-1,-1
husky; kangaroo,-1,0,1
wolf; greyfox,-1,-1,-1
wolf; redfox,-2,-1,2
wolf; otherfeline,-1,0,1
redfox,-1,-2,0
,-2,0,0
otherbird,-1,-2,0
coyote,-1,-1,1
wolf,1,0,-1
wolf; domesticcat; dragon; horse,-1,-2,1
dragon,-2,-1,-1
wolf; kitsune,-2,-2,-2
domesticcat,0,0,-1
wolf,-1,-1,-2
,0,-1,-1
tiger,-2,-1,-2
pandabear; polarbear,-1,0,0
husky,-1,-1,0
other,1,1,1
wolf; dragon,2,0,-1
redfox,-2,-1,-1
snowleopard,-1,0,1
,1,1,0
skunk; other; other,-1,0,1
othermustelid,0,0,-1
fennec; other,-1,0,1
otherdog,0,0,1
husky,-1,0,1
deer,-1,-1,1
wolf; rabbit,1,-2,-2
raccoon,1,1,1
other,1,1,1
redfox,-1,1,2
coyote,-2,-2,-2
tiger,-1,0,0
,-1,1,1
other,1,1,0
leopard,-2,2,0
dragon; otherbird,0,0,1
leopard; otherfeline,1,-1,1
coyote; tiger,0,0,0
brownbear,-1,1,1
redfox; other,0,-1,-1
other,-1,1,1
tiger,-1,-1,-2
wolf; other,2,0,-1
otherfeline,-1,0,0
tiger,-1,1,0
wolf,0,0,-1
coyote; lion; raven,0,-1,2
horse; other,-1,-1,0
husky,1,-1,0
redfox,2,2,0
other,-1,0,-2
wolf; redfox; arcticfox; fennec; husky; snowleopard; dragon; skunk; hyaena,-1,-1,-2
horse,0,1,-1
other,1,-1,0
domesticcat,-2,-1,0
dragon,1,0,-1
dragon,-1,0,1
otherfeline; deer,-1,0,1
otherfox,-2,-1,1
lion,1,0,-1
wolf,-1,0,-1
wolf,0,0,0
redfox; riverotter,-1,0,1
dinosaur,1,0,1
raccoon,-1,2,2
domesticcat,-2,-2,-2
dragon,-2,-1,-2
wolf; kitsune; otherfeline,-1,-1,0
wolf; redfox,0,0,0
wolf,-2,0,1
redfox,-2,-1,1
dragon; raptor; griffin; other,-1,0,0
otherfox,0,0,0
domesticcat,1,1,0
jackal,-1,2,1
wolf; snowleopard,-1,-2,0
kitsune; fennec,-2,0,2
dragon,0,0,0
other,-2,-1,0
tiger,-2,0,0
raccoon,-1,0,0
other,0,1,-1
deer,0,-1,2
otherdog,-2,-2,-2
riverotter,0,-1,-1
otherdog,1,1,0
wolf; redfox; tiger,1,1,0
husky; polarbear,0,0,1
greyfox,-1,0,-1
redfox; skunk,0,0,0
redfox; kitsune,-2,-1,-1
greyfox,0,0,0
otherfeline; other,-2,2,1
greyfox,-1,-1,0
otherfox; domesticcat,-2,-2,-1
wolf,-2,0,0
fennec; other,-1,-1,-2
snowleopard; other,1,-1,-2
horse,0,0,0
otherungulate; other,0,0,0
othercanine,-1,0,1
wolf,-2,-2,-2
other,0,0,0
wolf; redfox; greyfox; arcticfox; kitsune; fennec; otherfox; othercanine; tiger; lion; leopard; snowleopard; panther; cheetah; cougar; domesticcat; otherfeline; dragon; pandabear,0,0,0
greyfox,0,-1,-1
wolf,-2,0,-1
husky,-2,-1,0
otherdog,0,0,1
dinosaur,-1,-1,-1
otherdog,0,0,-2
other,-1,0,1
dragon,-1,-1,2
cheetah; rabbit; other,0,0,0
deer,2,1,1
deer; other,1,-1,-1
dragon; lizard; other,-1,-2,1
hyaena,1,-1,1
other,-2,1,2
kitsune; otherfox,-2,-2,-2
raven,1,1,2
husky,-1,0,0
redfox,-2,0,2
other,1,2,1
wolf; redfox; otherdog,-1,1,0
,0,0,0
otherreptile,-1,-2,2
domesticcat; otherfeline; other,-2,-2,0
leopard; deer,-2,-1,0
wolf; othercanine,-1,-1,2
panther,-1,2,0
raccoon,-2,-1,1
lion,1,1,1
other,-2,0,1
wolf; otherdog; otherfeline,-1,-1,-1
other,-1,1,0
riverotter,-1,1,0
germanshepherd; husky,-1,0,1
husky,0,-1,-1
arcticfox,-1,1,1
dragon,-2,-2,-2
husky,1,-1,-1
other,0,0,1
greyfox,0,-1,0
raven,-1,0,1
griffin,-1,0,1
wolf,-2,-2,-2
other,0,0,-2
wolf,0,0,2
wolf,0,-1,0
horse,-1,-1,2
brownbear; grizzlybear,1,0,0
wolf,-2,-2,0
kitsune,-1,1,-1
domesticcat; otherfeline; rabbit,1,1,0
dragon,0,0,-1
husky,-1,-1,-2
dragon,1,-1,0
redfox,-2,-2,-2
griffin,-1,1,0
otherdog,-1,-2,-1
wolf; dragon,-1,0,-1
domesticcat; otherfeline,2,1,0
raccoon,1,0,1
lion; other,1,1,0
germanshepherd,0,1,0
otherfeline,1,0,-1
lion,-2,-1,-2
otherdog,0,0,1
otherdog,-2,1,1
wolf,0,0,1
germanshepherd,1,1,0
lion,1,1,0
wolf; lion; panther,2,0,-1
wolf,-2,-2,-1
redfox,0,0,0
other,-1,1,1
germanshepherd,-1,-1,-2
husky,-2,-2,-2
fennec; husky,-2,-1,-2
raccoon,-1,0,0
wolf,-1,-1,0
hyaena,-1,-1,-2
jackal,0,0,0
redfox,-2,-1,0
wolf,-1,1,0
redfox,0,0,-1
snowleopard; otherfeline,-2,0,-1
wolf; otherdog; domesticcat; otherbird,-2,-1,-2
tiger,-1,2,-1
griffin; other,-1,0,-2
jackal,-1,0,1
tiger,2,1,0
other,1,1,0
jackal,-2,-1,-2
wolf,1,-1,-1
wolf,1,0,1
husky,0,0,1
otherreptile; bat,-1,1,-2
other,-1,1,1
wolf,0,0,0
husky,-1,-1,0
horse,1,1,0
rabbit; lemur; hyaena; bat,-2,-2,2
fennec,0,0,0
wolf; husky,-1,0,2
wolf,-1,0,1
otherdog; skunk,-2,0,1
kitsune,-2,-1,-2
other,2,1,1
husky,-2,-1,0
dragon,-1,0,-1
collie; badger; grizzlybear; squirrel; rabbit; kangaroo; hyaena,-2,1,-1
other,-1,-1,2
rabbit,-1,-1,0
leopard; dragon,-1,1,2
wolf,1,0,2
wolf; fennec; husky; snowleopard,-2,-1,0
deer; squirrel; hyaena; bat,-1,-2,-2
riverotter,-1,0,-1
tiger; rabbit,0,0,1
wolf,-1,0,1
fennec; husky,-2,1,2
other,1,0,0
wolf; greyfox; husky,0,-1,1
other,0,0,0
husky,-2,,-2
wolf; germanshepherd; husky,-1,-1,-1
wolf; arcticfox,-1,-1,-1
other,0,0,-2
squirrel; lemur,2,2,2
redfox; otherfox,-2,-1,1
wolf,1,1,0
otherfox; other,-1,0,-1
otherfox,-1,1,-1
other,0,0,0
snowleopard; domesticcat,,0,-1
otherdog; othercanine; otherfeline; otherreptile; other,1,0,1
domesticcat,-2,0,0
otherfox; coyote; other,-1,-1,2
raccoon,0,0,0
domesticcat,0,1,1
otherfox,2,2,2
collie,-2,-2,0
seaotter,2,2,0
other,-2,-2,-2
husky,-1,-1,-2
wolf,1,1,0
wolf; arcticfox,-1,-1,1
domesticcat,-2,-2,-2
monkey,1,0,1
wolf; otherdog,0,0,0
hyaena,,,-1
wolf; dragon,2,1,1
othercanine; other,-1,1,0
tiger,-1,-1,-1
wolf,1,0,1
dragon,-1,1,
dragon; other,-1,0,1
other,-1,-1,-1
wolf,-2,-1,0
other,0,-1,1
domesticcat,2,-2,-1
tiger,-2,-2,0
husky,-2,-2,0
husky,-2,-1,0
snowleopard,-2,-1,0
wolf; coyote; jackal,-1,0,-1
wolf; otherfox,-1,-1,-2
wolf,0,-1,1
other,-1,0,1
collie,-1,1,0
lizard,0,0,0
wolf,-1,1,1
kitsune,0,0,
wolf; otherfeline,2,-1,1
germanshepherd,-2,-1,0
wolf; husky,0,0,0
mouse,-1,0,-2
wolf,-1,-1,1
germanshepherd; other,0,1,1
lizard; other,0,0,0
rabbit,-1,-1,0
tiger; dragon,1,0,2
,-2,-1,-1
other,-1,0,0
wolf,0,1,-1
otherreptile,1,0,0
wolf,1,0,0
deer,-2,-2,-2
dragon,1,-1,0
otherfeline,2,1,0
wolf,-2,-2,-2
otherbird,-1,-1,-1
husky,-2,-2,-2
wolf,0,1,1
squirrel,-2,-2,-2
wolf,0,0,-1
badger,1,0,-1
otherfox; othercanine,0,0,0
domesticcat,-2,-2,0
wolf; otherfeline,1,-1,1
riverotter,-1,-1,1
wolf; greyfox,-2,-1,1
wolf; greyfox; snowleopard,1,0,-2
other,-2,-1,0
germanshepherd,1,0,0
tiger,-1,-1,-1
arcticfox; kitsune; otherfox,0,0,1
wolf; husky,-1,1,0
snowleopard; cheetah,-2,-1,0
wolf,-1,0,0
otherdog; redpanda,0,0,-2
wolf; husky,1,1,0
husky,1,1,0
redfox,1,0,0
domesticcat,-1,-1,0
squirrel,-1,1,-2
dragon; horse,-2,0,-2
husky,-1,1,-1
tiger,-2,-1,-2
raptor,1,1,1
otherfox; raccoon,-2,-2,2
domesticcat,-2,-1,1
arcticfox,-2,1,0
tiger,-1,-2,0
wolf,-2,-1,-1
kitsune; otherdog; othercanine; other,1,-2,2
othermarsupial; other,-2,-1,-1
arcticfox; other,-2,-2,-2
lion,-1,1,0
wolf,-1,1,-2
,-2,-1,-1
otherdog; bat,1,0,-2
wolf; husky,-2,0,0
otherfox; otherdog; othercanine; otherreptile,-2,-1,1
otherdog,-2,0,-2
bat,-1,-1,-1
otherdog; other,-1,0,1
other,,,0
redfox,-2,0,1
fennec,0,0,0
wolf; otherfeline,1,-1,-2
riverotter,-1,-1,-1
domesticcat,-2,-2,-2
othermarsupial,-2,-1,0
wolf; husky,0,0,-1
deer; rabbit,1,-1,-1
wolf; fennec,-2,-2,-2
rabbit,-1,0,1
dragon,-2,-2,-2
wolf,0,0,
dragon,-1,0,1
wolf; deer,-1,1,1
wolf,-2,1,0
wolf; dragon,1,-1,0
wolf,1,1,0
germanshepherd; husky,1,-1,2
kitsune,-2,1,-1
skunk,0,0,0
wolf; kitsune; dragon,1,1,0
othermustelid,-2,2,0
cougar,-1,0,0
wolf; germanshepherd,-2,-2,2
wolf; redfox; germanshepherd; husky,1,0,0
wolf; skunk,-1,-1,0
otherdog; panther,2,1,-1
redfox; kitsune,1,0,1
lion,2,2,1
husky,0,1,-1
redfox; cheetah,0,-1,2
grizzlybear,0,1,2
domesticcat; lemur,1,0,-1
fennec; otherdog,-1,-2,-2
wolf,0,1,1
jackal,2,0,2
wolf,-1,1,-2
kitsune,-1,-1,0
redfox,0,0,0
deer,0,1,-2
domesticcat,-1,1,1
redfox,-1,-2,0
wolf; redfox; husky,-2,0,0
deer,-1,0,-2
raccoon,1,1,0
riverotter,1,-1,-1
kitsune,-1,0,-2
otherdog,1,0,-1
horse,1,2,0
wolf; othercanine; other,0,1,0
wolf; redfox,-2,-1,0
domesticcat,0,0,-2
rat,0,-1,-1
wolf; coyote,0,-1,1
arcticfox,-1,1,-1
riverotter,1,1,1
pandabear; polarbear,-1,1,0
other,-2,-2,-2
dragon,0,0,0
other,1,1,0
redfox; kitsune; otherfox; domesticcat; otherfeline,0,0,0
wolf,1,2,-2
wolf; husky,-2,-2,1
dragon,-1,-1,1
kitsune,0,1,1
other,-1,0,-1
wolf; husky,-2,-1,-2
other,-1,0,1
otherdog,-1,-1,-1
other,-1,-1,-1
tiger,-1,1,2
redfox,-2,-1,0
fennec,1,1,0
domesticcat; dragon,0,1,-1
snowleopard,-1,0,-1
wolf,1,-1,-2
wolf; otherungulate,0,0,0
otherfeline; other,0,0,0
wolf,2,2,2
greyfox; kitsune; fennec; otherfox; other,1,1,0
domesticcat,1,-1,0
rabbit,-2,0,0
rabbit; other,-1,0,0
wolf,1,1,0
redfox,0,0,1
wolf; kitsune; panther,1,0,-2
otherdog; hyaena,-1,-2,-2
otherfox,2,1,-1
tiger; dragon; horse; kangaroo,0,-2,-2
,-2,2,1
otherdog,1,0,0
wolf; otherdog,-2,-2,-2
germanshepherd; husky,-2,-1,0
kitsune,0,0,0
wolf,2,1,1
redfox,0,0,0
rabbit,0,1,1
snowleopard,1,1,0
wolf; arcticfox; kitsune; jackal,-2,0,2
wolf,0,1,1
redfox; domesticcat,-2,-1,1
otherdog; domesticcat; bat,-1,1,0
wolf; otherbird; other,0,0,-1
germanshepherd,1,1,-1
dragon; othermustelid,-1,-1,1
domesticcat,1,-1,-1
redfox; greyfox; kitsune; fennec,1,1,1
tiger,2,2,2
arcticfox,-2,-2,-1
wolf,-1,1,-1
wolf,0,0,1
wolf; germanshepherd; other,0,0,0
other,1,-1,-2
otherfox; other,-2,-1,1
raptor,1,-1,-1
deer,-1,1,2
deer,-2,-2,0
otherfox,-2,-1,1
wolf,1,1,1
skunk,0,0,1
wolf,-1,0,2
wolf; husky,-1,0,-1
otherdog,-2,-2,-2
wolf,2,0,2
dragon,-1,0,1
wolf; jackal; husky,0,0,0
otherdog; dinosaur,1,2,1
hyaena,-2,-1,2
redfox,1,1,0
skunk,-2,-1,0
wolf,-1,1,2
wolf,-1,0,-1
bat; other,-2,-2,-2
kitsune,-2,0,-1
dragon,2,0,-1
polarbear; otherbear,0,1,1
tiger; lion,1,1,0
wolf,0,1,-1
othercanine; rabbit,-1,0,0
cougar; otherfeline,2,1,1
other,1,1,-2
otherfox; otherfeline,-1,-2,0
otherfox,-1,-2,2
wolf; jackal,0,-1,-2
wolf,1,-1,0
domesticcat,-2,-2,-1
domesticcat,-1,-2,0
dragon; otherbird,0,-1,-2
tiger,0,0,0
badger,0,0,-1
dragon,1,2,-1
domesticcat; otherfeline; other,-2,-1,0
hyaena,-1,1,1
otherdog,1,0,-2
tiger; snowleopard,1,0,-1
otherfox,0,0,0
riverotter,0,-1,1
wolf; dragon; other,2,2,1
snowleopard,1,1,1
wolf,1,1,
rabbit,-1,-1,-2
otherungulate,1,-1,0
wolf,-1,-2,0
wolf; otherfox,0,0,0
domesticcat; otherfeline,1,1,0
domesticcat,-1,-1,1
otherfeline,-1,0,1
rabbit,-2,-2,1
wolf; husky,-1,0,1
wolf; other,-1,-1,0
otherdog,2,0,1
otherdog,-1,1,1
snowleopard,-1,-2,1
otherfox,1,1,-1
raccoon,1,0,-1
otherbear,0,0,0
fennec,-1,-2,0
wolf; domesticcat,-1,1,0
otherfox,-1,0,-1
husky,-1,-1,-2
tiger,1,0,-1
riverotter,-2,-2,-1
cheetah; otherfeline,0,-1,0
otherdog,0,0,0
domesticcat,-1,1,-1
arcticfox,1,-1,1
,-1,0,1
wolf; husky,2,1,-1
wolf; redfox; germanshepherd,-2,0,1
tiger,1,0,1
wolf; kitsune; dragon,0,1,-1
domesticcat,0,-1,0
deer,0,2,2
otherfox,-1,1,0
husky,-1,-1,-1
wolf,0,0,0
tiger,1,0,-1
raccoon,-2,-1,0
wolf,1,1,1
germanshepherd,0,1,-1
wolf; kitsune; domesticcat; dragon; mouse; hyaena,0,0,0
other,-1,-1,0
dragon,1,0,-1
wolf,0,0,1
husky,-1,1,2
wolf; redfox,0,0,-1
domesticcat,1,-1,0
wolf,0,-1,1
fennec; kangaroo,0,1,-2
squirrel,1,-2,0
fennec,-2,-2,-2
wolf,-2,-1,-2
wolf; redfox; husky; lion; deer; griffin; other,-1,0,-1
other,1,0,-1
wolf; otherdog,-1,-1,1
other,-1,0,-1
wolf,2,1,-1
redfox,0,1,1
wolf; arcticfox; germanshepherd; husky; lion; brownbear,-2,-1,-1
other,-1,0,2
other,0,2,0
wolf,1,1,0
other,-1,0,0
domesticcat,-2,-2,-2
wolf,0,0,1
dragon,1,2,0
riverotter,0,-1,1
redfox; other,-1,-1,0
wolf; husky,0,1,0
other,0,0,0
husky,-1,0,-1
dragon,-1,0,-1
othercanine,0,0,1
horse,1,0,-2
wolf; other,-1,0,0
other,1,0,-1
otherbear,2,2,1
other,0,1,-1
coyote,0,0,1
leopard; snowleopard; panther; cheetah; cougar,-1,-1,0
wolf; redfox,-1,-1,-1
otherdog,-1,-1,0
lion; grizzlybear; mouse,-1,-2,0
arcticfox; otherdog,0,0,1
wolf; othercanine,2,1,0
wolf; kitsune; rabbit; other,-1,0,-2
redfox,0,0,1
otherfox; snowleopard,-1,-2,1
husky,-2,-2,-2
wolf,-2,-2,-2
dragon,-1,0,-2
other,1,-1,2
tiger; lion,0,-1,0
redfox; arcticfox,0,0,0
wolf,0,-1,-1
riverotter; seaotter,-1,0,-2
germanshepherd; husky,-2,-2,0
wolf,-1,-1,-1
dinosaur,0,-2,1
redfox,0,1,1
otherfox; otherbird,-2,-2,2
otherdog,0,-2,-2
husky,1,-1,0
wolf; coyote; jackal,1,2,-1
husky,-1,0,1
wolf; otherdog,-1,-1,0
redfox,0,1,0
wolf; husky,-2,-1,0
otherdog,-2,-1,-2
germanshepherd; husky,2,2,1
wolf,-2,0,-1
tiger,-1,0,0
wolf,0,0,0
wolf,1,0,0
lion,-1,0,0
dragon; otherbear,1,2,-1
wolf,1,1,0
wolf; kitsune; fennec; otherfox; snowleopard; domesticcat; dragon; riverotter; redpanda; horse; deer; squirrel; bat; griffin,-1,-1,-1
redfox,-2,-1,0
wolf; otherfox,1,1,1
rat,0,1,-1
dragon,,-2,0
seaotter,-1,-2,1
horse,-1,-1,2
rabbit,-2,-1,-1
husky,1,1,0
kitsune,2,2,2
jackal; dragon,-1,-1,0
raptor,0,0,0
otherfox,-2,-1,-2
wolf; other,-1,-1,-1
kitsune,-2,0,2
tiger,0,0,0
snowleopard,-1,0,-1
wolf; husky; other,1,2,-1
wolf; husky,-1,0,1
othermusteloid; otherbear,-1,1,2
wolf,1,-1,0
redfox,-1,-2,-2
raccoon,0,1,-1
wolf; other,-2,0,1
otherdog,1,0,1
lion,0,0,0
redfox; leopard; hyaena,0,0,0
wolf; greyfox,1,-1,0
otherdog,2,-2,0
other,0,0,1
domesticcat; otherreptile,-1,0,-2
wolf; othercanine,0,0,0
hyaena,1,-1,1
otherfox,1,1,-1
other,0,-1,1
kangaroo,-1,-1,0
other,1,1,-1
otherfeline,-1,0,-2
arcticfox; kitsune; redpanda,1,-2,1
husky,-1,-2,0
wolf; griffin,-2,-1,0
other,0,-1,1
dragon; bat,-1,1,-2
wolf,-2,-2,0
dragon,-1,0,-2
wolf,1,1,1
germanshepherd,1,0,1
wolf,0,1,-1
badger,2,-1,2
tiger,0,0,0
fennec; tiger; otherbird,-2,2,1
husky,1,0,1
domesticcat,-2,-2,-1
wolf,2,2,2
dragon,0,-1,-1
germanshepherd,1,1,1
badger,-1,1,1
otherfox; husky,-2,0,
snowleopard,-2,-1,0
weasel,-1,0,1
domesticcat,-1,1,-1
otherdog,-1,-1,-2
rat,-1,-1,-1
lion; pandabear,2,0,1
wolf; kitsune; fennec; tiger; leopard; snowleopard; panther; redpanda; deer,0,0,0
dragon,2,2,1
lion; otherfeline,1,-1,0
otherfeline; dragon; otherbird; bat; griffin,-1,0,2
horse,0,0,0
dragon,-2,-1,1
domesticcat; otherbird,-1,-1,0
riverotter,0,0,-1
other,1,0,-1
germanshepherd,0,0,-1
other,1,-1,0
husky; otherdog,-2,-1,-2
dragon,2,2,2
wolf,-1,-1,-2
otherdog,1,-1,0
dragon,-2,0,-1
wolf,0,0,-1
cougar; dragon,0,-2,1
otherbear,1,-1,-1
,-1,2,1
otherdog,-1,-1,1
wolf,-1,1,0
other,0,0,-1
wolf,1,0,0
rabbit,-2,-2,-2
snowleopard,-1,0,0
husky,-1,-1,1
redfox,0,0,1
arcticfox; fennec,0,1,0
wolf; tiger,2,1,1
domesticcat,1,0,0
griffin,-1,0,1
grizzlybear,1,0,1
tiger; snowleopard; panther; domesticcat,2,2,1
germanshepherd; dragon,2,1,0
otherfeline; other,0,1,2
wolf,2,2,2
other,-1,-1,2
rabbit,-2,-1,1
wolf,0,0,0
wolf,1,1,-1
wolf; otherfeline,-1,0,-2
wolf,-1,0,0
wolf,0,0,-1
wolf,-2,-2,-1
other,1,-1,0
wolf,1,-1,-2
other,-1,-2,-1
domesticcat,1,2,2
pandabear; other,2,1,1
seaotter,0,0,-1
wolf,1,1,0
otherfeline; rabbit,-2,-1,-1
wolf,-1,-1,1
dragon,1,0,-1
dragon,-1,-1,0
hyaena,2,1,1
cougar,0,1,1
wolf; arcticfox; kitsune; germanshepherd; husky; tiger; lion; leopard; snowleopard; panther; cheetah; cougar; domesticcat; dragon; horse; grizzlybear; pandabear; polarbear; monkey,0,-1,-1
dragon,-1,-1,-1
dragon; lizard,1,-1,-1
other,-2,2,1
rabbit,2,0,1
otherbird,-1,-1,-1
arcticfox; husky,-1,1,0
wolf; arcticfox; husky,-1,-1,-1
husky,1,-1,-1
wolf; husky,-2,0,1
redfox,1,1,-1
wolf; othercanine; dragon; other,-2,-1,0
wolf; snowleopard,-1,1,-1
dragon,-1,-2,0
wolf,-2,-1,0
redfox,0,0,0
redpanda,-1,0,-1
other,0,-1,1
otherfox,0,0,-2
wolf,-1,0,-1
kitsune; otherfeline,-1,0,-1
wolf; snowleopard,-1,0,-2
wolf; husky,-1,0,-2
brownbear; grizzlybear,2,0,0
domesticcat; raccoon,-1,1,2
other,-2,-1,0
horse,-1,0,1
otherungulate,0,-2,-2
otherdog; other,1,-1,2
wolf,-2,-1,0
dragon,2,0,-1
wolf; dragon,-1,0,1
redfox,-2,0,-2
otherreptile,0,0,-2
wolf,2,2,2
coyote; othercanine; other,0,1,1
otherdog; other,-1,-1,-2
rabbit,1,1,1
domesticcat,-2,-2,-1
othercanine,1,-2,-2
riverotter,0,0,-1
dragon,-1,-1,1
wolf,1,-2,0
cheetah,1,1,0
domesticcat; pandabear; other,1,0,-1
wolf; redfox; germanshepherd,0,1,0
domesticcat,-1,0,1
germanshepherd,-2,0,-2
lion,2,1,1
raccoon,0,-1,2
redfox,-1,1,0
domesticcat,-2,0,-1
wolf,-2,-1,-1
other,2,1,2
wolf; other,-1,0,0
cougar; domesticcat,0,1,0
wolf; husky; otherdog,-1,1,-2
raven,0,0,1
domesticcat; other,-1,-2,-2
domesticcat,0,0,0
wolf; arcticfox,0,0,0
kitsune; domesticcat,-2,-2,-2
seaotter,-1,0,-1
other,0,0,1
othercanine,1,-1,0
germanshepherd; otherdog; leopard; snowleopard; panther; cheetah; cougar; otherfeline; other,0,1,1
horse; otherprimate; other,-1,-1,1
husky,0,0,-1
kitsune; dragon,-2,0,1
fennec; otherreptile,1,1,0
rabbit,-1,0,-2
othermustelid,1,-1,1
redfox; greyfox,1,-2,-2
arcticfox; kitsune,1,0,0
wolf; bat,0,-1,0
other,0,0,1
wolf; husky; other,-2,-1,1
wolf,-2,-2,-1
wolf,-2,-1,-1
other,0,0,0
arcticfox,1,-1,2
wolf; domesticcat,0,0,0
mouse,-2,1,0
wolf,-1,0,1
riverotter,1,-1,0
fennec,-2,-1,1
redpanda; other,0,1,2
riverotter,1,0,0
husky; tiger,0,0,0
otherfox,-2,-2,-1
arcticfox,-1,-1,1
polarbear,0,0,0
wolf; dragon,-2,0,1
wolf; arcticfox,-1,-1,1
raven,0,0,-2
husky,-2,0,0
redfox,-2,-2,-2
other,-2,-2,0
wolf,2,-1,-2
dragon,0,0,-1
other,2,0,0
dragon,2,1,-2
bat,-1,-2,-1
dragon,-1,0,-2
wolf; greyfox,2,1,2
kitsune,0,1,1
raccoon; griffin,0,0,1
cheetah,1,0,-1
tiger,2,2,1
redfox,-1,-1,1
rabbit,-2,-2,-2
tiger,-1,-1,-1
wolf,1,0,0
wolf,0,0,-1
wolf,1,0,0
wolf,-1,-2,1
otherfox,2,0,1
other,1,0,-1
redpanda,-1,-1,0
rabbit,-1,0,-1
otherfox; raccoon,-1,1,0
leopard,-1,0,1
wolf; otherdog,1,0,-2
rat; other,-2,-2,-2
otherdog; other,0,1,1
dragon,0,0,1
otherfeline,0,0,0
wolf; husky,1,0,1
lion,-1,-1,-1
domesticcat,1,0,0
wolf; raptor; other,0,1,0
dragon; other,0,1,-1
other,0,1,1
kitsune,-2,1,0
horse; other,2,1,1
wolf,-1,1,1
horse,-1,0,1
rabbit,-2,-1,-2
othermustelid,2,0,0
arcticfox,-1,-1,0
tiger,0,0,0
germanshepherd,0,0,1
wolf; redfox; greyfox; fennec,-1,0,-2
wolf; raptor,0,0,0
wolf,0,0,0
otherfox,-2,-1,0
otherdog,-1,0,-2
tiger,-1,1,0
wolf,0,0,0
fennec; other,-2,-2,0
dragon; other,-1,0,-1
rabbit,-2,1,2
wolf; snowleopard,0,-1,1
wolf; redfox,1,-1,0
otherdog,1,0,1
dragon,0,0,0
wolf,0,0,-1
redpanda,2,1,1
otherreptile; other,-2,1,2
wolf,-1,-1,-2
arcticfox,0,0,1
fennec; domesticcat; raccoon,0,-1,0
wolf; dragon,0,0,-2
otherdog,-1,0,2
wolf; fennec,-1,0,1
pandabear,0,2,-1
snowleopard; other,-1,-1,-2
othermustelid,0,0,0
otherfeline; other,1,0,-2
otherungulate; raptor; other,0,-2,-2
fennec; raccoon,1,0,-1
griffin,-2,-2,-2
dragon,2,1,0
husky; domesticcat; dragon,-2,-1,0
deer,-1,-1,0
wolf; snowleopard; rabbit,-1,-1,-1
othermarsupial; other,0,1,2
cheetah,1,0,0
coyote,-1,-1,-1
fennec,-1,1,1
wolf; redfox; fennec; panther; otherfeline; redpanda; pandabear; other,0,0,-1
redfox,-2,0,1
wolf; otherfox; coyote,1,0,0
lion,-1,-2,-1
otherdog,-2,1,2
germanshepherd,0,0,1
wolf; grizzlybear,1,0,0
otherdog,-2,-1,0
wolf; otherfeline,0,0,-1
otherdog,-2,-1,-1
othercanine,2,0,1
other,-1,-1,1
arcticfox,-2,2,0
husky,0,1,-2
dragon,1,-1,2
grizzlybear,1,0,1
redfox,1,0,2
redfox,-1,-1,0
dragon,0,1,-1
raptor,1,1,0
dragon,-1,0,1
wolf,1,0,0
raccoon,-2,0,1
dragon,0,1,2
snowleopard,1,0,-1
redfox,-1,1,1
otherdog,0,0,0
redfox,0,1,-2
tiger,0,0,
other,1,1,-1
wolf; othercanine; otherfeline; other,0,1,0
fennec; otherfox,-2,0,0
rabbit; other,-2,-1,0
other,-1,-2,-1
otherfox; dragon; other,-1,0,1
dragon,-2,0,0
wolf,-1,1,0
germanshepherd; other,0,-1,1
wolf,-2,-1,1
dragon,-1,-2,0
otherfeline,-2,0,0
otherdog,0,-1,0
jackal,0,0,0
wolf,0,0,-1
husky,1,-1,0
skunk,1,1,0
wolf,-1,0,-1
othermustelid,1,1,1
squirrel,-1,0,1
rabbit,1,-1,0
other,0,0,1
germanshepherd; leopard,-2,-1,1
redfox; kitsune,0,0,0
greyfox; arcticfox,1,-1,1
other,0,2,-1
wolf,0,0,1
otherfeline; other,-2,1,1
arcticfox,-1,0,-2
wolf; dragon; dinosaur,1,1,2
domesticcat; other,-2,-1,-1
redfox,-2,-1,-2
wolf; othercanine; other,0,0,-1
lion,0,-1,-1
otherdog,1,2,1
