        duration         |  id   | empty_count | full_count | sum | percent_complete 
 00:13:07.053403         |  8396 |          13 |         62 |  75 | 82.6666666666667
 01:35:33.093602         |  2057 |          13 |         62 |  75 | 82.6666666666667
 00:11:49.387628         |  3102 |          13 |         62 |  75 | 82.6666666666667
 00:18:55.924136         |  7832 |          14 |         67 |  81 | 82.7160493827161
 00:14:44.835            |  5120 |          14 |         67 |  81 | 82.7160493827161
 00:06:41.900205         |   613 |          14 |         67 |  81 | 82.7160493827161
 00:08:18.024142         |  5809 |          14 |         67 |  81 | 82.7160493827161
 00:19:11.913516         |   576 |          18 |         87 | 105 | 82.8571428571429
 00:15:30.557673         |  4266 |          14 |         68 |  82 | 82.9268292682927
 00:12:31.697688         |  2517 |          14 |         68 |  82 | 82.9268292682927
 00:12:01.917091         |  5484 |          14 |         68 |  82 | 82.9268292682927
 00:19:13.375246         |  1660 |          12 |         59 |  71 | 83.0985915492958
 00:07:57.664043         |  7836 |          13 |         64 |  77 | 83.1168831168831
 00:12:37.803037         |  5459 |          13 |         64 |  77 | 83.1168831168831
 00:09:33.317092         |  9607 |          14 |         69 |  83 | 83.1325301204819
 00:20:58.543026         |   677 |          17 |         84 | 101 | 83.1683168316832
 00:13:21.378148         |  5087 |          18 |         89 | 107 | 83.1775700934579
 3 days 00:04:08.910243  |  7109 |          14 |         70 |  84 | 83.3333333333333
 00:19:11.5448           |  6626 |          13 |         65 |  78 | 83.3333333333333
 00:25:23.855519         | 11075 |          13 |         66 |  79 | 83.5443037974684
 00:13:46.19198          |  8032 |          13 |         66 |  79 | 83.5443037974684
 00:10:22.789905         | 11635 |          13 |         66 |  79 | 83.5443037974684
 00:10:48.25472          |  4092 |          13 |         66 |  79 | 83.5443037974684
 00:12:48.716839         |  2478 |          13 |         66 |  79 | 83.5443037974684
 00:07:25.78418          |  9769 |          18 |         92 | 110 | 83.6363636363636
 00:13:01.565074         |  9410 |          18 |         92 | 110 | 83.6363636363636
 00:12:08.185988         |  7974 |          17 |         87 | 104 | 83.6538461538462
 01:39:36.099678         |  2680 |          17 |         87 | 104 | 83.6538461538462
 00:18:50.160331         |  5451 |          14 |         72 |  86 | 83.7209302325581
 00:16:39.694849         |  5647 |          13 |         67 |  80 |            83.75
 00:06:02.350079         |  2630 |          13 |         67 |  80 |            83.75
 00:11:49.126426         |  3051 |          12 |         62 |  74 | 83.7837837837838
 00:14:04.680201         |  7839 |          13 |         68 |  81 | 83.9506172839506
 23:55:07.048608         |  7962 |          13 |         68 |  81 | 83.9506172839506
 02:33:21.840331         |  8693 |          13 |         68 |  81 | 83.9506172839506
 00:08:50.65529          |  6249 |          13 |         68 |  81 | 83.9506172839506
 00:08:00.496421         |  3838 |          16 |         84 | 100 |               84
 00:21:04.316864         |  5277 |          15 |         79 |  94 | 84.0425531914894
 00:11:48.403717         |  7730 |          18 |         95 | 113 |  84.070796460177
 00:10:12.454168         |  8898 |          14 |         74 |  88 | 84.0909090909091
 00:16:09.635774         |  2588 |          17 |         90 | 107 | 84.1121495327103
 00:20:22.958252         |  2003 |          13 |         69 |  82 | 84.1463414634146
 00:26:40.593505         |  1547 |          16 |         85 | 101 | 84.1584158415842
 00:13:10.133839         |  3555 |          15 |         80 |  95 | 84.2105263157895
 00:13:15.778481         |  3950 |          12 |         64 |  76 | 84.2105263157895
 00:28:57.345058         | 11655 |          17 |         91 | 108 | 84.2592592592593
 00:07:22.877087         |  5801 |          13 |         70 |  83 | 84.3373493975904
 00:13:17.232884         |  6108 |          13 |         70 |  83 | 84.3373493975904
 00:11:04.376663         |   404 |          18 |         97 | 115 | 84.3478260869565
 00:26:15.769391         |  9237 |          15 |         81 |  96 |           84.375
 00:15:47.712528         |  3578 |          17 |         92 | 109 | 84.4036697247707
 00:09:58.36055          |  8262 |          17 |         92 | 109 | 84.4036697247707
 00:09:11.570669         |  2424 |          12 |         65 |  77 | 84.4155844155844
 00:09:00.463179         |  6508 |          12 |         65 |  77 | 84.4155844155844
 00:12:18.465076         |  5431 |          16 |         87 | 103 | 84.4660194174757
 00:12:01.27183          |  9691 |          18 |         98 | 116 | 84.4827586206897
 00:24:10.170608         |  8288 |          13 |         71 |  84 | 84.5238095238095
 00:14:34.114613         | 10280 |          13 |         71 |  84 | 84.5238095238095
 00:10:01.578914         |  5500 |          13 |         71 |  84 | 84.5238095238095
 00:08:39.574243         |  6583 |          13 |         71 |  84 | 84.5238095238095
 00:29:02.923753         |  6272 |          15 |         82 |  97 | 84.5360824742268
 00:11:12.590605         | 10448 |          17 |         93 | 110 | 84.5454545454545
 00:16:10.75029          |  6597 |          17 |         93 | 110 | 84.5454545454545
 00:11:22.13509          |  8129 |          14 |         77 |  91 | 84.6153846153846
 00:18:31.655619         |  6122 |          16 |         88 | 104 | 84.6153846153846
 00:08:52.603155         |  2100 |          17 |         94 | 111 | 84.6846846846847
 00:10:22.616082         |  7181 |          13 |         72 |  85 | 84.7058823529412
 00:27:42.550874         |  7573 |          16 |         89 | 105 | 84.7619047619048
 00:17:48.991797         |  7623 |          16 |         89 | 105 | 84.7619047619048
 00:17:20.330297         |  6128 |          16 |         89 | 105 | 84.7619047619048
 00:11:36.911639         |  6148 |          16 |         89 | 105 | 84.7619047619048
 00:08:35.027151         | 11445 |          12 |         67 |  79 | 84.8101265822785
 00:19:28.648317         |  9208 |          12 |         67 |  79 | 84.8101265822785
 00:08:10.22861          | 10462 |          13 |         73 |  86 | 84.8837209302326
 00:28:50.173935         |  2734 |          13 |         73 |  86 | 84.8837209302326
 01:29:59.245902         |  1571 |          13 |         73 |  86 | 84.8837209302326
 00:12:55.762594         |  7615 |          16 |         90 | 106 | 84.9056603773585
 00:11:20.116964         |  2559 |          16 |         90 | 106 | 84.9056603773585
 00:14:58.812538         |  5702 |          16 |         90 | 106 | 84.9056603773585
 00:56:17.455149         |  8946 |          14 |         79 |  93 | 84.9462365591398
 00:10:40.788069         |  7440 |          12 |         68 |  80 |               85
 00:09:52.738187         |  2291 |          12 |         68 |  80 |               85
 00:21:00.612136         |  9557 |          12 |         68 |  80 |               85
 00:09:50.034827         |  2890 |          15 |         85 | 100 |               85
 00:10:11.351682         |  2965 |          15 |         85 | 100 |               85
 00:08:36.086387         |  7309 |          16 |         91 | 107 | 85.0467289719626
 00:23:25.499053         |   238 |          16 |         91 | 107 | 85.0467289719626
 00:31:13.830326         |  3936 |          16 |         91 | 107 | 85.0467289719626
 00:15:32.880302         |  3944 |          16 |         91 | 107 | 85.0467289719626
 00:20:35.009436         |  4521 |          16 |         91 | 107 | 85.0467289719626
 00:11:10.279181         |  5890 |          16 |         91 | 107 | 85.0467289719626
 00:20:37.799909         | 11110 |          14 |         80 |  94 | 85.1063829787234
 00:14:43.085973         |  6883 |          14 |         80 |  94 | 85.1063829787234
 00:45:15.408756         |   959 |          14 |         80 |  94 | 85.1063829787234
 00:11:30.793028         |  3538 |          15 |         86 | 101 | 85.1485148514851
 00:58:50.653206         |  3647 |          15 |         86 | 101 | 85.1485148514851
 00:50:16.610758         |  5909 |          15 |         86 | 101 | 85.1485148514851
 00:11:13.256528         |  2363 |          16 |         92 | 108 | 85.1851851851852
 00:21:03.323154         |  4948 |          16 |         92 | 108 | 85.1851851851852
 00:12:56.963539         |  1318 |          16 |         92 | 108 | 85.1851851851852
 00:11:20.219617         |  3384 |          15 |         87 | 102 | 85.2941176470588
 00:37:03.620011         |  5057 |          15 |         87 | 102 | 85.2941176470588
 00:18:36.088471         | 11357 |          16 |         93 | 109 | 85.3211009174312
 02:20:47.930808         |  7459 |          16 |         93 | 109 | 85.3211009174312
 00:25:42.192388         | 10474 |          16 |         93 | 109 | 85.3211009174312
 00:14:14.955221         |  2767 |          16 |         93 | 109 | 85.3211009174312
 00:07:30.662485         |  8065 |          12 |         70 |  82 | 85.3658536585366
 00:18:02.328842         | 10756 |          13 |         76 |  89 | 85.3932584269663
 00:13:35.377973         |  8770 |          15 |         88 | 103 | 85.4368932038835
 01:12:38.343036         |  9174 |          15 |         88 | 103 | 85.4368932038835
 00:14:31.504456         | 10985 |          16 |         94 | 110 | 85.4545454545455
 00:15:20.69953          |  1503 |          16 |         94 | 110 | 85.4545454545455
 00:16:39.069411         |   847 |          12 |         71 |  83 | 85.5421686746988
 00:06:48.739286         |  9515 |          12 |         71 |  83 | 85.5421686746988
 00:09:49.44466          |  5180 |          13 |         77 |  90 | 85.5555555555556
 00:16:41.884501         |  1914 |          14 |         83 |  97 | 85.5670103092783
 00:34:40.893799         | 10794 |          15 |         89 | 104 | 85.5769230769231
 00:36:24.123956         |  6853 |          15 |         89 | 104 | 85.5769230769231
 00:10:00.687942         | 11210 |          15 |         89 | 104 | 85.5769230769231
 00:14:35.07122          |  7934 |          15 |         89 | 104 | 85.5769230769231
 00:13:10.721061         |  4755 |          15 |         89 | 104 | 85.5769230769231
 00:10:38.02313          |  6543 |          15 |         89 | 104 | 85.5769230769231
 00:08:29.813001         |  4867 |          16 |         95 | 111 | 85.5855855855856
 00:12:19.11155          | 10019 |          15 |         90 | 105 | 85.7142857142857
 00:11:23.547116         |   806 |          12 |         72 |  84 | 85.7142857142857
 00:41:22.987668         | 11304 |          14 |         84 |  98 | 85.7142857142857
 00:10:43.16958          |  3464 |          15 |         90 | 105 | 85.7142857142857
 00:09:07.806764         |  9822 |          15 |         90 | 105 | 85.7142857142857
 00:05:23.961419         |  8614 |          14 |         84 |  98 | 85.7142857142857
 00:08:57.917188         |  4478 |          12 |         72 |  84 | 85.7142857142857
 00:30:35.848648         |  9397 |          15 |         90 | 105 | 85.7142857142857
